Time,OutTemp,OutRH,OutPAR,WindSpeed,WindDir,TimeStep
2020-07-03 04:00:00,26.21333333333334,80.26333333333334,0.32749999999999996,2.4878333333333336,140.16666666666666,202007030425.0
2020-07-03 05:00:00,26.314999999999998,76.79166666666667,12.911000000000001,1.9611666666666665,142.0,202007030525.0
2020-07-03 06:00:00,26.554999999999996,75.58666666666666,149.74,2.0060000000000002,159.16666666666666,202007030625.0
2020-07-03 07:00:00,27.70833333333333,72.34833333333334,722.75,1.8986666666666665,164.0,202007030725.0
2020-07-03 08:00:00,29.526666666666667,65.42333333333333,1334.0,2.6865,158.66666666666666,202007030825.0
2020-07-03 09:00:00,31.095000000000002,61.24666666666667,1669.0,3.4050000000000007,188.33333333333334,202007030925.0
2020-07-03 10:00:00,31.94333333333334,59.45499999999999,1846.0,3.491333333333333,192.66666666666666,202007031025.0
2020-07-03 11:00:00,33.005,58.49166666666667,1943.3333333333333,3.246833333333333,221.5,202007031125.0
2020-07-03 12:00:00,33.35666666666666,60.06666666666666,2028.5,3.8736666666666664,275.5,202007031225.0
2020-07-03 13:00:00,32.875,58.68000000000001,1867.3333333333333,4.249833333333334,263.6666666666667,202007031325.0
2020-07-03 14:00:00,32.22,60.635,1192.5,4.1505,257.0,202007031425.0
2020-07-03 15:00:00,32.074999999999996,65.81666666666666,1231.0,3.931166666666666,262.6666666666667,202007031525.0
2020-07-03 16:00:00,31.76666666666667,64.96833333333333,1138.1666666666667,4.023499999999999,239.0,202007031625.0
2020-07-03 17:00:00,29.811666666666667,68.21833333333333,423.8833333333334,4.350333333333333,173.83333333333334,202007031725.0
2020-07-03 18:00:00,26.98166666666667,74.97333333333333,138.02666666666667,3.5098333333333334,152.33333333333334,202007031825.0
2020-07-03 19:00:00,26.573333333333327,77.75166666666667,1.2073333333333334,2.879666666666667,148.83333333333334,202007031925.0
2020-07-03 20:00:00,26.894999999999996,79.07666666666667,0.448,2.8586666666666667,142.66666666666666,202007032025.0
2020-07-03 21:00:00,26.846666666666664,79.11833333333333,0.4455,2.4145,140.16666666666666,202007032125.0
2020-07-03 22:00:00,26.90833333333333,80.50333333333334,0.45766666666666667,2.6575,144.16666666666666,202007032225.0
2020-07-03 23:00:00,26.876666666666665,82.5,0.45966666666666667,2.4023333333333334,145.33333333333334,202007032325.0
2020-07-04 00:00:00,26.66333333333333,83.13333333333333,0.4575,2.146666666666667,145.66666666666666,202007040025.0
2020-07-04 01:00:00,26.62,82.66666666666667,0.45383333333333337,2.2565000000000004,147.16666666666666,202007040125.0
2020-07-04 02:00:00,26.638333333333332,82.91666666666667,0.45316666666666666,1.9433333333333334,153.5,202007040225.0
2020-07-04 03:00:00,26.593333333333334,81.51666666666667,0.45133333333333336,2.645166666666667,135.83333333333334,202007040325.0
2020-07-04 04:00:00,26.436666666666667,81.56666666666668,0.45383333333333337,2.77,140.83333333333334,202007040425.0
2020-07-04 05:00:00,26.325,81.96666666666668,32.377,2.988666666666667,144.0,202007040525.0
2020-07-04 06:00:00,26.8,79.75166666666667,278.2666666666667,2.9235,149.66666666666666,202007040625.0
2020-07-04 07:00:00,27.811666666666667,76.59166666666667,459.25,2.0145,149.16666666666666,202007040725.0
2020-07-04 08:00:00,28.814999999999998,75.03333333333333,661.3666666666667,1.9509999999999998,151.16666666666666,202007040825.0
2020-07-04 09:00:00,30.53,69.58,1344.8333333333333,1.9799999999999998,179.5,202007040925.0
2020-07-04 10:00:00,32.22833333333333,64.22666666666667,1702.5,2.69,271.1666666666667,202007041025.0
2020-07-04 11:00:00,32.26166666666666,65.59666666666666,1924.8333333333333,3.3455,286.8333333333333,202007041125.0
2020-07-04 12:00:00,32.221666666666664,63.504999999999995,2030.5,3.2119999999999997,292.1666666666667,202007041225.0
2020-07-04 13:00:00,32.96,59.64166666666666,2286.3333333333335,2.9986666666666664,240.0,202007041325.0
2020-07-04 14:00:00,32.38333333333333,58.01500000000001,1849.1666666666667,3.2856666666666663,280.6666666666667,202007041425.0
2020-07-04 15:00:00,32.580000000000005,58.94833333333333,1538.8333333333333,2.8848333333333334,245.5,202007041525.0
2020-07-04 16:00:00,31.623333333333335,60.376666666666665,964.0,2.521,280.3333333333333,202007041625.0
2020-07-04 17:00:00,31.51666666666667,59.836666666666666,684.0166666666668,2.6558333333333333,266.6666666666667,202007041725.0
2020-07-04 18:00:00,30.71166666666667,62.876666666666665,201.34333333333336,1.8925,240.66666666666666,202007041825.0
2020-07-04 19:00:00,29.486666666666665,68.35833333333333,1.5873333333333333,1.9151666666666667,188.5,202007041925.0
2020-07-04 20:00:00,29.044999999999998,70.21333333333334,0.4363333333333333,1.748,185.5,202007042025.0
2020-07-04 21:00:00,28.093333333333334,73.80166666666666,0.4696666666666667,2.3496666666666663,147.83333333333334,202007042125.0
2020-07-04 22:00:00,27.560000000000002,76.51333333333334,0.38116666666666665,3.2733333333333334,143.0,202007042225.0
2020-07-04 23:00:00,27.37666666666667,76.96,0.37166666666666676,2.9980000000000007,151.5,202007042325.0
2020-07-05 00:00:00,27.005000000000006,79.13166666666666,0.38683333333333336,2.0564999999999998,155.16666666666666,202007050025.0
2020-07-05 01:00:00,26.94333333333333,79.60333333333334,0.38566666666666666,1.4521666666666666,169.0,202007050125.0
2020-07-05 02:00:00,26.941666666666666,78.74499999999999,0.37883333333333336,1.7468333333333337,152.33333333333334,202007050225.0
2020-07-05 03:00:00,26.721666666666664,80.49666666666667,0.37283333333333335,1.6776666666666664,150.5,202007050325.0
2020-07-05 04:00:00,26.63,80.63333333333333,0.37083333333333335,2.3273333333333333,156.83333333333334,202007050425.0
2020-07-05 05:00:00,26.590000000000003,80.73333333333333,25.493166666666667,2.3283333333333336,154.83333333333334,202007050525.0
2020-07-05 06:00:00,27.33,77.88333333333334,413.79999999999995,2.238666666666667,157.66666666666666,202007050625.0
2020-07-05 07:00:00,29.46666666666667,71.29,773.1999999999999,2.441333333333333,184.0,202007050725.0
2020-07-05 08:00:00,30.228333333333335,69.24000000000001,1132.05,3.1774999999999998,206.83333333333334,202007050825.0
2020-07-05 09:00:00,31.09166666666667,64.65166666666667,1227.3333333333333,3.068166666666667,242.16666666666666,202007050925.0
2020-07-05 10:00:00,31.775000000000002,61.276666666666664,1505.8333333333333,3.3501666666666665,270.5,202007051025.0
2020-07-05 11:00:00,32.818333333333335,53.781666666666666,2358.1666666666665,4.039166666666667,270.3333333333333,202007051125.0
2020-07-05 12:00:00,33.04333333333333,51.556666666666665,2417.5,4.479,262.8333333333333,202007051225.0
2020-07-05 13:00:00,32.806666666666665,55.00999999999999,2285.1666666666665,4.363833333333334,258.5,202007051325.0
2020-07-05 14:00:00,32.813333333333325,55.25833333333333,2058.1666666666665,3.9738333333333333,271.1666666666667,202007051425.0
2020-07-05 15:00:00,32.46666666666667,56.64166666666666,1664.6666666666667,3.6468333333333334,281.6666666666667,202007051525.0
2020-07-05 16:00:00,32.07666666666667,58.89166666666666,1174.5,3.2320000000000007,271.3333333333333,202007051625.0
2020-07-05 17:00:00,31.536666666666672,59.336666666666666,668.25,3.0598333333333336,242.0,202007051725.0
2020-07-05 18:00:00,30.578333333333333,60.67166666666666,186.39499999999998,2.683,203.83333333333334,202007051825.0
2020-07-05 19:00:00,29.958333333333332,62.809999999999995,1.3663333333333332,2.2543333333333333,225.83333333333334,202007051925.0
2020-07-05 20:00:00,29.319999999999997,65.63000000000001,0.33949999999999997,2.38,196.16666666666666,202007052025.0
2020-07-05 21:00:00,28.825,66.40499999999999,0.3598333333333333,2.5228333333333333,200.16666666666666,202007052125.0
2020-07-05 22:00:00,28.218333333333334,70.78833333333334,0.35949999999999993,2.0765,178.83333333333334,202007052225.0
2020-07-05 23:00:00,27.646666666666665,74.62666666666668,0.3514999999999999,2.3171666666666666,162.5,202007052325.0
2020-07-06 00:00:00,27.294999999999998,76.72666666666666,0.3403333333333333,1.926666666666667,158.33333333333334,202007060025.0
2020-07-06 01:00:00,26.974999999999998,78.93166666666667,0.3428333333333333,1.8916666666666668,152.0,202007060125.0
2020-07-06 02:00:00,26.75,80.96666666666665,0.3448333333333333,1.681,142.0,202007060225.0
2020-07-06 03:00:00,26.596666666666664,81.68333333333334,0.3486666666666666,2.2880000000000003,149.5,202007060325.0
