,time,Skykight,InShade,NorthUp,Northdown,SouthUp,Southdown,TimeStep
8663,2020/5/31 03:50,0,0,0,0,0,0,2.02005E+11
8664,2020/5/31 04:00,0,0,0,0,0,0,2.02005E+11
8665,2020/5/31 04:10,0,0,0,0,0,0,2.02005E+11
8666,2020/5/31 04:20,0,0,0,0,0,0,2.02005E+11
8667,2020/5/31 04:30,0,0,0,0,0,0,2.02005E+11
8668,2020/5/31 04:40,0,0,0,0,0,0,2.02005E+11
8669,2020/5/31 04:50,0,0,0,0,0,0,2.02005E+11
8670,2020/5/31 05:00,0,0,0,0,0,0,2.02005E+11
8671,2020/5/31 05:10,0,0,0,0,0,0,2.02005E+11
8672,2020/5/31 05:20,0,0,0,0,0,0,2.02005E+11
8673,2020/5/31 05:30,0,0,0,0,0,0,2.02005E+11
8674,2020/5/31 05:40,0,0,0,0,0,0,2.02005E+11
8675,2020/5/31 05:50,0,0,0,0,0,0,2.02005E+11
8676,2020/5/31 06:00,0,0,0,0,0,0,2.02005E+11
8677,2020/5/31 06:10,0,0,0,0,0,0,2.02005E+11
8678,2020/5/31 06:20,0,0,0,0,0,0,2.02005E+11
8679,2020/5/31 06:30,0,0,0,0,0,0,2.02005E+11
8680,2020/5/31 06:40,0,0,0,0,0,0,2.02005E+11
8681,2020/5/31 06:50,0,0,0,0,0,0,2.02005E+11
8682,2020/5/31 07:00,0,0,0,0,0,0,2.02005E+11
8683,2020/5/31 07:10,0,0,0,0,0,0,2.02005E+11
8684,2020/5/31 07:20,0,0,0,0,0,0,2.02005E+11
8685,2020/5/31 07:30,0,0,0,0,0,0,2.02005E+11
8686,2020/5/31 07:40,0,0,0,0,0,0,2.02005E+11
8687,2020/5/31 07:50,0,0,0,0,0,0,2.02005E+11
8688,2020/5/31 08:00,0,0,0,0,0,0,2.02005E+11
8689,2020/5/31 08:10,0,0,0,0,0,0,2.02005E+11
8690,2020/5/31 08:20,30,0,0,0,0,0,2.02005E+11
8691,2020/5/31 08:30,40,0,0,0,0,0,2.02005E+11
8692,2020/5/31 08:40,20,0,0,0,0,0,2.02005E+11
8693,2020/5/31 08:50,20,0,0,0,0,0,2.02005E+11
8694,2020/5/31 09:00,81,0,0,0,0,0,2.02005E+11
8695,2020/5/31 09:10,87,0,0,0,0,0,2.02005E+11
8696,2020/5/31 09:20,77,0,0,0,0,0,2.02005E+11
8697,2020/5/31 09:30,6,0,0,0,0,0,2.02005E+11
8698,2020/5/31 09:40,6,0,0,0,0,0,2.02005E+11
8699,2020/5/31 09:50,6,0,0,0,0,0,2.02005E+11
8700,2020/5/31 10:00,16,0,0,0,0,0,2.02005E+11
8701,2020/5/31 10:10,87,0,0,0,0,0,2.02005E+11
8702,2020/5/31 10:20,87,0,0,0,0,0,2.02005E+11
8703,2020/5/31 10:30,87,0,0,0,0,0,2.02005E+11
8704,2020/5/31 10:40,33,0,0,0,0,0,2.02005E+11
8705,2020/5/31 10:50,6,0,0,0,0,0,2.02005E+11
8706,2020/5/31 11:00,6,0,0,0,0,0,2.02005E+11
8707,2020/5/31 11:10,6,0,0,0,0,0,2.02005E+11
8708,2020/5/31 11:20,6,0,0,0,0,0,2.02005E+11
8709,2020/5/31 11:30,6,0,0,0,0,0,2.02005E+11
8710,2020/5/31 11:40,6,0,0,0,0,0,2.02005E+11
8711,2020/5/31 11:50,6,0,0,0,0,0,2.02005E+11
8712,2020/5/31 12:00,6,0,0,0,0,0,2.02005E+11
8713,2020/5/31 12:10,6,0,0,0,0,0,2.02005E+11
8714,2020/5/31 12:20,6,0,0,0,0,0,2.02005E+11
8715,2020/5/31 12:30,6,0,0,0,0,0,2.02005E+11
8716,2020/5/31 12:40,12,0,0,0,0,0,2.02005E+11
8717,2020/5/31 12:50,6,0,0,0,0,0,2.02005E+11
8718,2020/5/31 13:00,6,0,0,0,0,0,2.02005E+11
8719,2020/5/31 13:10,12,0,0,0,0,0,2.02005E+11
8720,2020/5/31 13:20,12,0,0,0,0,0,2.02005E+11
8721,2020/5/31 13:30,12,0,0,0,0,0,2.02005E+11
8722,2020/5/31 13:40,12,0,0,0,0,0,2.02005E+11
8723,2020/5/31 13:50,12,0,0,0,0,0,2.02005E+11
8724,2020/5/31 14:00,12,0,0,0,0,0,2.02005E+11
8725,2020/5/31 14:10,12,0,0,0,0,0,2.02005E+11
8726,2020/5/31 14:20,12,0,0,0,0,0,2.02005E+11
8727,2020/5/31 14:30,12,0,0,0,0,0,2.02005E+11
8728,2020/5/31 14:40,12,0,0,0,0,0,2.02005E+11
8729,2020/5/31 14:50,12,0,0,0,0,0,2.02005E+11
8730,2020/5/31 15:00,12,0,0,0,0,0,2.02005E+11
8731,2020/5/31 15:10,12,0,0,0,0,0,2.02005E+11
8732,2020/5/31 15:20,12,0,0,0,0,0,2.02005E+11
8733,2020/5/31 15:30,12,0,0,0,0,0,2.02005E+11
8734,2020/5/31 15:40,12,0,0,0,0,0,2.02005E+11
8735,2020/5/31 15:50,12,0,0,0,0,0,2.02005E+11
8736,2020/5/31 16:00,6,0,0,0,0,0,2.02005E+11
8737,2020/5/31 16:10,33,0,0,0,0,0,2.02005E+11
8738,2020/5/31 16:20,63,0,0,0,0,0,2.02005E+11
8739,2020/5/31 16:30,77,0,0,0,0,0,2.02005E+11
8740,2020/5/31 16:40,87,0,0,0,0,0,2.02005E+11
8741,2020/5/31 16:50,87,0,0,0,0,0,2.02005E+11
8742,2020/5/31 17:00,87,0,0,0,0,0,2.02005E+11
8743,2020/5/31 17:10,41,0,0,0,0,0,2.02005E+11
8744,2020/5/31 17:20,41,0,0,0,0,0,2.02005E+11
8745,2020/5/31 17:30,30,0,0,0,0,0,2.02005E+11
8746,2020/5/31 17:40,20,0,0,0,0,0,2.02005E+11
8747,2020/5/31 17:50,20,0,0,0,0,0,2.02005E+11
8748,2020/5/31 18:00,10,0,0,0,0,0,2.02005E+11
8749,2020/5/31 18:10,0,0,0,0,0,0,2.02005E+11
8750,2020/5/31 18:20,0,0,0,0,0,0,2.02005E+11
8751,2020/5/31 18:30,0,0,0,0,0,0,2.02005E+11
8752,2020/5/31 18:40,0,0,0,0,0,0,2.02005E+11
8753,2020/5/31 18:50,0,0,0,0,0,0,2.02005E+11
8754,2020/5/31 19:00,0,0,0,0,0,0,2.02005E+11
8755,2020/5/31 19:10,0,0,0,0,0,0,2.02005E+11
8756,2020/5/31 19:20,0,0,0,0,0,0,2.02005E+11
8757,2020/5/31 19:30,0,0,0,0,0,0,2.02005E+11
8758,2020/5/31 19:40,0,0,0,0,0,0,2.02005E+11
8759,2020/5/31 19:50,0,0,0,0,0,0,2.02005E+11
8760,2020/5/31 20:00,0,0,0,0,0,0,2.02005E+11
8761,2020/5/31 20:10,0,0,0,0,0,0,2.02005E+11
8762,2020/5/31 20:20,0,0,0,0,0,0,2.02005E+11
8763,2020/5/31 20:30,0,0,0,0,0,0,2.02005E+11
8764,2020/5/31 20:40,0,0,0,0,0,0,2.02005E+11
8765,2020/5/31 20:50,0,0,0,0,0,0,2.02005E+11
8766,2020/5/31 21:00,0,0,0,0,0,0,2.02005E+11
8767,2020/5/31 21:10,0,0,0,0,0,0,2.02005E+11
8768,2020/5/31 21:20,0,0,0,0,0,0,2.02005E+11
8769,2020/5/31 21:30,0,0,0,0,0,0,2.02005E+11
8770,2020/5/31 21:40,0,0,0,0,0,0,2.02005E+11
8771,2020/5/31 21:50,0,0,0,0,0,0,2.02005E+11
8772,2020/5/31 22:00,0,0,0,0,0,0,2.02005E+11
8773,2020/5/31 22:10,0,0,0,0,0,0,2.02005E+11
8774,2020/5/31 22:20,0,0,0,0,0,0,2.02005E+11
8775,2020/5/31 22:30,0,0,0,0,0,0,2.02005E+11
8776,2020/5/31 22:40,0,0,0,0,0,0,2.02005E+11
8777,2020/5/31 22:50,0,0,0,0,0,0,2.02005E+11
8778,2020/5/31 23:00,0,0,0,0,0,0,2.02005E+11
8779,2020/5/31 23:10,0,0,0,0,0,0,2.02005E+11
8780,2020/5/31 23:20,0,0,0,0,0,0,2.02005E+11
8781,2020/5/31 23:30,0,0,0,0,0,0,2.02005E+11
8782,2020/5/31 23:40,0,0,0,0,0,0,2.02005E+11
8783,2020/5/31 23:50,0,0,0,0,0,0,2.02005E+11
8784,2020/6/1 00:00,0,0,0,0,0,0,2.02006E+11
8785,2020/6/1 00:10,0,0,0,0,0,0,2.02006E+11
8786,2020/6/1 00:20,0,0,0,0,0,0,2.02006E+11
8787,2020/6/1 00:30,0,0,0,0,0,0,2.02006E+11
8788,2020/6/1 00:40,0,0,0,0,0,0,2.02006E+11
8789,2020/6/1 00:50,0,0,0,0,0,0,2.02006E+11
8790,2020/6/1 01:00,0,0,0,0,0,0,2.02006E+11
8791,2020/6/1 01:10,0,0,0,0,0,0,2.02006E+11
8792,2020/6/1 01:20,0,0,0,0,0,0,2.02006E+11
8793,2020/6/1 01:30,0,0,0,0,0,0,2.02006E+11
8794,2020/6/1 01:40,0,0,0,0,0,0,2.02006E+11
8795,2020/6/1 01:50,0,0,0,0,0,0,2.02006E+11
8796,2020/6/1 02:00,0,0,0,0,0,0,2.02006E+11
8797,2020/6/1 02:10,0,0,0,0,0,0,2.02006E+11
8798,2020/6/1 02:20,0,0,0,0,0,0,2.02006E+11
8799,2020/6/1 02:30,0,0,0,0,0,0,2.02006E+11
8800,2020/6/1 02:40,0,0,0,0,0,0,2.02006E+11
8801,2020/6/1 02:50,0,0,0,0,0,0,2.02006E+11
8802,2020/6/1 03:00,0,0,0,0,0,0,2.02006E+11
8803,2020/6/1 03:10,0,0,0,0,0,0,2.02006E+11
8804,2020/6/1 03:20,0,0,0,0,0,0,2.02006E+11
8805,2020/6/1 03:30,0,0,0,0,0,0,2.02006E+11
8806,2020/6/1 03:40,0,0,0,0,0,0,2.02006E+11
8807,2020/6/1 03:50,0,0,0,0,0,0,2.02006E+11
8808,2020/6/1 04:00,0,0,0,0,0,0,2.02006E+11
8809,2020/6/1 04:10,0,0,0,0,0,0,2.02006E+11
8810,2020/6/1 04:20,0,0,0,0,0,0,2.02006E+11
8811,2020/6/1 04:30,0,0,0,0,0,0,2.02006E+11
8812,2020/6/1 04:40,0,0,0,0,0,0,2.02006E+11
8813,2020/6/1 04:50,0,0,0,0,0,0,2.02006E+11
8814,2020/6/1 05:00,0,0,0,0,0,0,2.02006E+11
8815,2020/6/1 05:10,0,0,0,0,0,0,2.02006E+11
8816,2020/6/1 05:20,0,0,0,0,0,0,2.02006E+11
8817,2020/6/1 05:30,10,0,100,100,100,100,2.02006E+11
8818,2020/6/1 05:40,10,0,100,100,100,100,2.02006E+11
8819,2020/6/1 05:50,10,0,100,100,100,100,2.02006E+11
8820,2020/6/1 06:00,10,0,100,100,100,100,2.02006E+11
8821,2020/6/1 06:10,10,0,100,100,100,100,2.02006E+11
8822,2020/6/1 06:20,10,0,100,100,100,100,2.02006E+11
8823,2020/6/1 06:30,10,0,100,100,100,100,2.02006E+11
8824,2020/6/1 06:40,10,0,100,100,100,100,2.02006E+11
8825,2020/6/1 06:50,10,0,100,100,100,100,2.02006E+11
8826,2020/6/1 07:00,10,0,100,100,100,100,2.02006E+11
8827,2020/6/1 07:10,10,0,100,100,100,100,2.02006E+11
8828,2020/6/1 07:20,10,0,100,100,100,100,2.02006E+11
8829,2020/6/1 07:30,10,0,100,100,100,100,2.02006E+11
8830,2020/6/1 07:40,0,0,0,0,0,0,2.02006E+11
8831,2020/6/1 07:50,10,0,0,0,0,0,2.02006E+11
8832,2020/6/1 08:00,30,0,0,0,0,0,2.02006E+11
8833,2020/6/1 08:10,30,0,0,0,0,0,2.02006E+11
8834,2020/6/1 08:20,50,0,0,0,0,0,2.02006E+11
8835,2020/6/1 08:30,51,0,0,0,0,0,2.02006E+11
8836,2020/6/1 08:40,51,0,0,0,0,0,2.02006E+11
8837,2020/6/1 08:50,57,0,0,0,0,0,2.02006E+11
8838,2020/6/1 09:00,87,0,0,0,0,0,2.02006E+11
8839,2020/6/1 09:10,77,0,0,0,0,0,2.02006E+11
8840,2020/6/1 09:20,63,0,0,0,0,0,2.02006E+11
8841,2020/6/1 09:30,16,0,0,0,0,0,2.02006E+11
8842,2020/6/1 09:40,6,0,0,0,0,0,2.02006E+11
8843,2020/6/1 09:50,6,0,0,0,0,0,2.02006E+11
8844,2020/6/1 10:00,6,0,0,0,0,0,2.02006E+11
8845,2020/6/1 10:10,6,0,0,0,0,0,2.02006E+11
8846,2020/6/1 10:20,6,0,0,0,0,0,2.02006E+11
8847,2020/6/1 10:30,12,0,0,0,0,0,2.02006E+11
8848,2020/6/1 10:40,12,0,0,0,0,0,2.02006E+11
8849,2020/6/1 10:50,12,0,0,0,0,0,2.02006E+11
8850,2020/6/1 11:00,12,0,0,0,0,0,2.02006E+11
8851,2020/6/1 11:10,12,0,0,0,0,0,2.02006E+11
8852,2020/6/1 11:20,12,0,0,0,0,0,2.02006E+11
8853,2020/6/1 11:30,6,0,0,0,0,0,2.02006E+11
8854,2020/6/1 11:40,6,0,0,0,0,0,2.02006E+11
8855,2020/6/1 11:50,6,0,0,0,0,0,2.02006E+11
8856,2020/6/1 12:00,6,0,0,0,0,0,2.02006E+11
8857,2020/6/1 12:10,6,0,0,0,0,0,2.02006E+11
8858,2020/6/1 12:20,12,0,0,0,0,0,2.02006E+11
8859,2020/6/1 12:30,12,0,0,0,0,0,2.02006E+11
8860,2020/6/1 12:40,12,0,0,0,0,0,2.02006E+11
8861,2020/6/1 12:50,12,0,0,0,0,0,2.02006E+11
8862,2020/6/1 13:00,6,0,0,0,0,0,2.02006E+11
8863,2020/6/1 13:10,6,0,0,0,0,0,2.02006E+11
8864,2020/6/1 13:20,6,0,0,0,0,0,2.02006E+11
8865,2020/6/1 13:30,6,0,0,0,0,0,2.02006E+11
8866,2020/6/1 13:40,12,0,0,0,0,0,2.02006E+11
8867,2020/6/1 13:50,12,0,0,0,0,0,2.02006E+11
8868,2020/6/1 14:00,12,0,0,0,0,0,2.02006E+11
8869,2020/6/1 14:10,6,0,0,0,0,0,2.02006E+11
8870,2020/6/1 14:20,12,0,0,0,0,0,2.02006E+11
8871,2020/6/1 14:30,12,0,0,0,0,0,2.02006E+11
8872,2020/6/1 14:40,12,0,0,0,0,0,2.02006E+11
8873,2020/6/1 14:50,6,0,0,0,0,0,2.02006E+11
8874,2020/6/1 15:00,12,0,0,0,0,0,2.02006E+11
8875,2020/6/1 15:10,12,0,0,0,0,0,2.02006E+11
8876,2020/6/1 15:20,6,0,0,0,0,0,2.02006E+11
8877,2020/6/1 15:30,6,0,0,0,0,0,2.02006E+11
8878,2020/6/1 15:40,12,0,0,0,0,0,2.02006E+11
8879,2020/6/1 15:50,12,0,0,0,0,0,2.02006E+11
8880,2020/6/1 16:00,63,0,0,0,0,0,2.02006E+11
8881,2020/6/1 16:10,77,0,0,0,0,0,2.02006E+11
8882,2020/6/1 16:20,83,0,0,0,0,0,2.02006E+11
8883,2020/6/1 16:30,87,0,0,0,0,0,2.02006E+11
8884,2020/6/1 16:40,82,0,0,0,0,0,2.02006E+11
8885,2020/6/1 16:50,87,0,0,0,0,0,2.02006E+11
8886,2020/6/1 17:00,87,0,0,0,0,0,2.02006E+11
8887,2020/6/1 17:10,87,0,0,0,0,0,2.02006E+11
8888,2020/6/1 17:20,87,0,0,0,0,0,2.02006E+11
8889,2020/6/1 17:30,87,0,0,0,0,0,2.02006E+11
8890,2020/6/1 17:40,87,0,0,0,0,0,2.02006E+11
8891,2020/6/1 17:50,87,0,0,0,0,0,2.02006E+11
8892,2020/6/1 18:00,41,0,0,0,0,0,2.02006E+11
8893,2020/6/1 18:10,30,0,0,0,0,0,2.02006E+11
8894,2020/6/1 18:20,30,0,0,0,0,0,2.02006E+11
8895,2020/6/1 18:30,20,0,0,0,0,0,2.02006E+11
8896,2020/6/1 18:40,20,0,0,0,0,0,2.02006E+11
8897,2020/6/1 18:50,0,0,0,0,0,0,2.02006E+11
8898,2020/6/1 19:00,0,0,0,0,0,0,2.02006E+11
8899,2020/6/1 19:10,0,0,0,0,0,0,2.02006E+11
8900,2020/6/1 19:20,0,0,0,0,0,0,2.02006E+11
8901,2020/6/1 19:30,0,0,0,0,0,0,2.02006E+11
8902,2020/6/1 19:40,0,0,0,0,0,0,2.02006E+11
8903,2020/6/1 19:50,0,0,0,0,0,0,2.02006E+11
8904,2020/6/1 20:00,0,0,0,0,0,0,2.02006E+11
8905,2020/6/1 20:10,0,0,0,0,0,0,2.02006E+11
8906,2020/6/1 20:20,0,0,0,0,0,0,2.02006E+11
8907,2020/6/1 20:30,0,0,0,0,0,0,2.02006E+11
8908,2020/6/1 20:40,0,0,0,0,0,0,2.02006E+11
8909,2020/6/1 20:50,0,0,0,0,0,0,2.02006E+11
8910,2020/6/1 21:00,0,0,0,0,0,0,2.02006E+11
8911,2020/6/1 21:10,0,0,0,0,0,0,2.02006E+11
8912,2020/6/1 21:20,0,0,0,0,0,0,2.02006E+11
8913,2020/6/1 21:30,0,0,0,0,0,0,2.02006E+11
8914,2020/6/1 21:40,0,0,0,0,0,0,2.02006E+11
8915,2020/6/1 21:50,0,0,0,0,0,0,2.02006E+11
8916,2020/6/1 22:00,0,0,0,0,0,0,2.02006E+11
8917,2020/6/1 22:10,0,0,0,0,0,0,2.02006E+11
8918,2020/6/1 22:20,0,0,0,0,0,0,2.02006E+11
8919,2020/6/1 22:30,0,0,0,0,0,0,2.02006E+11
8920,2020/6/1 22:40,0,0,0,0,0,0,2.02006E+11
8921,2020/6/1 22:50,0,0,0,0,0,0,2.02006E+11
8922,2020/6/1 23:00,0,0,0,0,0,0,2.02006E+11
8923,2020/6/1 23:10,0,0,0,0,0,0,2.02006E+11
8924,2020/6/1 23:20,0,0,0,0,0,0,2.02006E+11
8925,2020/6/1 23:30,0,0,0,0,0,0,2.02006E+11
8926,2020/6/1 23:40,0,0,0,0,0,0,2.02006E+11
8927,2020/6/1 23:50,0,0,0,0,0,0,2.02006E+11
8928,2020/6/2 00:00,0,0,0,0,0,0,2.02006E+11
8929,2020/6/2 00:10,0,0,0,0,0,0,2.02006E+11
8930,2020/6/2 00:20,0,0,0,0,0,0,2.02006E+11
8931,2020/6/2 00:30,0,0,0,0,0,0,2.02006E+11
8932,2020/6/2 00:40,0,0,0,0,0,0,2.02006E+11
8933,2020/6/2 00:50,0,0,0,0,0,0,2.02006E+11
8934,2020/6/2 01:00,0,0,0,0,0,0,2.02006E+11
8935,2020/6/2 01:10,0,0,0,0,0,0,2.02006E+11
8936,2020/6/2 01:20,0,0,0,0,0,0,2.02006E+11
8937,2020/6/2 01:30,0,0,0,0,0,0,2.02006E+11
8938,2020/6/2 01:40,0,0,0,0,0,0,2.02006E+11
8939,2020/6/2 01:50,0,0,0,0,0,0,2.02006E+11
8940,2020/6/2 02:00,0,0,0,0,0,0,2.02006E+11
8941,2020/6/2 02:10,0,0,0,0,0,0,2.02006E+11
8942,2020/6/2 02:20,0,0,0,0,0,0,2.02006E+11
8943,2020/6/2 02:30,0,0,0,0,0,0,2.02006E+11
8944,2020/6/2 02:40,0,0,0,0,0,0,2.02006E+11
8945,2020/6/2 02:50,0,0,0,0,0,0,2.02006E+11
8946,2020/6/2 03:00,0,0,0,0,0,0,2.02006E+11
8947,2020/6/2 03:10,0,0,0,0,0,0,2.02006E+11
8948,2020/6/2 03:20,0,0,0,0,0,0,2.02006E+11
8949,2020/6/2 03:30,0,0,0,0,0,0,2.02006E+11
8950,2020/6/2 03:40,0,0,0,0,0,0,2.02006E+11
8951,2020/6/2 03:50,0,0,0,0,0,0,2.02006E+11
8952,2020/6/2 04:00,0,0,0,0,0,0,2.02006E+11
8953,2020/6/2 04:10,0,0,0,0,0,0,2.02006E+11
8954,2020/6/2 04:20,0,0,0,0,0,0,2.02006E+11
8955,2020/6/2 04:30,0,0,0,0,0,0,2.02006E+11
8956,2020/6/2 04:40,0,0,0,0,0,0,2.02006E+11
8957,2020/6/2 04:50,0,0,0,0,0,0,2.02006E+11
8958,2020/6/2 05:00,0,0,0,0,0,0,2.02006E+11
8959,2020/6/2 05:10,0,0,0,0,0,0,2.02006E+11
8960,2020/6/2 05:20,0,0,0,0,0,0,2.02006E+11
8961,2020/6/2 05:30,0,0,0,0,0,0,2.02006E+11
8962,2020/6/2 05:40,0,0,0,0,0,0,2.02006E+11
8963,2020/6/2 05:50,0,0,0,0,0,0,2.02006E+11
8964,2020/6/2 06:00,0,0,0,0,0,0,2.02006E+11
8965,2020/6/2 06:10,0,0,0,0,0,0,2.02006E+11
8966,2020/6/2 06:20,0,0,0,0,0,0,2.02006E+11
8967,2020/6/2 06:30,0,0,0,0,0,0,2.02006E+11
8968,2020/6/2 06:40,0,0,0,0,0,0,2.02006E+11
8969,2020/6/2 06:50,0,0,0,0,0,0,2.02006E+11
8970,2020/6/2 07:00,0,0,0,0,0,0,2.02006E+11
8971,2020/6/2 07:10,0,0,0,0,0,0,2.02006E+11
8972,2020/6/2 07:20,0,0,0,0,0,0,2.02006E+11
8973,2020/6/2 07:30,0,0,0,0,0,0,2.02006E+11
8974,2020/6/2 07:40,0,0,0,0,0,0,2.02006E+11
8975,2020/6/2 07:50,10,0,0,0,0,0,2.02006E+11
8976,2020/6/2 08:00,20,0,0,0,0,0,2.02006E+11
8977,2020/6/2 08:10,20,0,0,0,0,0,2.02006E+11
8978,2020/6/2 08:20,20,0,0,0,0,0,2.02006E+11
8979,2020/6/2 08:30,40,0,0,0,0,0,2.02006E+11
8980,2020/6/2 08:40,51,0,0,0,0,0,2.02006E+11
8981,2020/6/2 08:50,67,0,0,0,0,0,2.02006E+11
8982,2020/6/2 09:00,47,0,0,0,0,0,2.02006E+11
8983,2020/6/2 09:10,87,0,0,0,0,0,2.02006E+11
8984,2020/6/2 09:20,63,0,0,0,0,0,2.02006E+11
8985,2020/6/2 09:30,63,0,0,0,0,0,2.02006E+11
8986,2020/6/2 09:40,6,0,0,0,0,0,2.02006E+11
8987,2020/6/2 09:50,6,0,0,0,0,0,2.02006E+11
8988,2020/6/2 10:00,6,0,0,0,0,0,2.02006E+11
8989,2020/6/2 10:10,6,0,0,0,0,0,2.02006E+11
8990,2020/6/2 10:20,6,0,0,0,0,0,2.02006E+11
8991,2020/6/2 10:30,6,0,0,0,0,0,2.02006E+11
8992,2020/6/2 10:40,6,0,0,0,0,0,2.02006E+11
8993,2020/6/2 10:50,6,0,0,0,0,0,2.02006E+11
8994,2020/6/2 11:00,6,0,0,0,0,0,2.02006E+11
8995,2020/6/2 11:10,6,0,0,0,0,0,2.02006E+11
8996,2020/6/2 11:20,6,0,0,0,0,0,2.02006E+11
8997,2020/6/2 11:30,6,0,0,0,0,0,2.02006E+11
8998,2020/6/2 11:40,6,0,0,0,0,0,2.02006E+11
8999,2020/6/2 11:50,6,0,0,0,0,0,2.02006E+11
9000,2020/6/2 12:00,6,0,0,0,0,0,2.02006E+11
9001,2020/6/2 12:10,6,0,0,0,0,0,2.02006E+11
9002,2020/6/2 12:20,6,0,0,0,0,0,2.02006E+11
9003,2020/6/2 12:30,6,0,0,0,0,0,2.02006E+11
9004,2020/6/2 12:40,6,0,0,0,0,0,2.02006E+11
9005,2020/6/2 12:50,12,0,0,0,0,0,2.02006E+11
9006,2020/6/2 13:00,12,0,0,0,0,0,2.02006E+11
9007,2020/6/2 13:10,6,0,0,0,0,0,2.02006E+11
9008,2020/6/2 13:20,12,0,0,0,0,0,2.02006E+11
9009,2020/6/2 13:30,6,0,0,0,0,0,2.02006E+11
9010,2020/6/2 13:40,6,0,0,0,0,0,2.02006E+11
9011,2020/6/2 13:50,6,0,0,0,0,0,2.02006E+11
9012,2020/6/2 14:00,6,0,0,0,0,0,2.02006E+11
9013,2020/6/2 14:10,6,0,0,0,0,0,2.02006E+11
9014,2020/6/2 14:20,6,0,0,0,0,0,2.02006E+11
9015,2020/6/2 14:30,6,0,0,0,0,0,2.02006E+11
9016,2020/6/2 14:40,6,0,0,0,0,0,2.02006E+11
9017,2020/6/2 14:50,6,0,0,0,0,0,2.02006E+11
9018,2020/6/2 15:00,6,0,0,0,0,0,2.02006E+11
9019,2020/6/2 15:10,6,0,0,0,0,0,2.02006E+11
9020,2020/6/2 15:20,6,0,0,0,0,0,2.02006E+11
9021,2020/6/2 15:30,6,0,0,0,0,0,2.02006E+11
9022,2020/6/2 15:40,6,0,0,0,0,0,2.02006E+11
9023,2020/6/2 15:50,6,0,0,0,0,0,2.02006E+11
9024,2020/6/2 16:00,6,0,0,0,0,0,2.02006E+11
9025,2020/6/2 16:10,16,0,0,0,0,0,2.02006E+11
9026,2020/6/2 16:20,63,0,0,0,0,0,2.02006E+11
9027,2020/6/2 16:30,57,0,0,0,0,0,2.02006E+11
9028,2020/6/2 16:40,87,0,0,0,0,0,2.02006E+11
9029,2020/6/2 16:50,87,0,0,0,0,0,2.02006E+11
9030,2020/6/2 17:00,31,0,0,0,0,0,2.02006E+11
9031,2020/6/2 17:10,30,0,0,0,0,0,2.02006E+11
9032,2020/6/2 17:20,30,0,0,0,0,0,2.02006E+11
9033,2020/6/2 17:30,30,0,0,0,0,0,2.02006E+11
9034,2020/6/2 17:40,30,0,0,0,0,0,2.02006E+11
9035,2020/6/2 17:50,20,0,0,0,0,0,2.02006E+11
9036,2020/6/2 18:00,30,0,0,0,0,0,2.02006E+11
9037,2020/6/2 18:10,30,0,0,0,0,0,2.02006E+11
9038,2020/6/2 18:20,20,0,0,0,0,0,2.02006E+11
9039,2020/6/2 18:30,10,0,0,0,0,0,2.02006E+11
9040,2020/6/2 18:40,0,0,0,0,0,0,2.02006E+11
9041,2020/6/2 18:50,0,0,0,0,0,0,2.02006E+11
9042,2020/6/2 19:00,0,0,0,0,0,0,2.02006E+11
9043,2020/6/2 19:10,0,0,0,0,0,0,2.02006E+11
9044,2020/6/2 19:20,0,0,0,0,0,0,2.02006E+11
9045,2020/6/2 19:30,0,0,0,0,0,0,2.02006E+11
9046,2020/6/2 19:40,0,0,0,0,0,0,2.02006E+11
9047,2020/6/2 19:50,0,0,0,0,0,0,2.02006E+11
9048,2020/6/2 20:00,0,0,0,0,0,0,2.02006E+11
9049,2020/6/2 20:10,0,0,0,0,0,0,2.02006E+11
9050,2020/6/2 20:20,0,0,0,0,0,0,2.02006E+11
9051,2020/6/2 20:30,0,0,0,0,0,0,2.02006E+11
9052,2020/6/2 20:40,0,0,0,0,0,0,2.02006E+11
9053,2020/6/2 20:50,0,0,0,0,0,0,2.02006E+11
9054,2020/6/2 21:00,0,0,0,0,0,0,2.02006E+11
9055,2020/6/2 21:10,0,0,0,0,0,0,2.02006E+11
9056,2020/6/2 21:20,0,0,0,0,0,0,2.02006E+11
9057,2020/6/2 21:30,0,0,0,0,0,0,2.02006E+11
9058,2020/6/2 21:40,0,0,0,0,0,0,2.02006E+11
9059,2020/6/2 21:50,0,0,0,0,0,0,2.02006E+11
9060,2020/6/2 22:00,0,0,0,0,0,0,2.02006E+11
9061,2020/6/2 22:10,0,0,0,0,0,0,2.02006E+11
9062,2020/6/2 22:20,0,0,0,0,0,0,2.02006E+11
9063,2020/6/2 22:30,0,0,0,0,0,0,2.02006E+11
9064,2020/6/2 22:40,0,0,0,0,0,0,2.02006E+11
9065,2020/6/2 22:50,0,0,0,0,0,0,2.02006E+11
9066,2020/6/2 23:00,0,0,0,0,0,0,2.02006E+11
9067,2020/6/2 23:10,0,0,0,0,0,0,2.02006E+11
9068,2020/6/2 23:20,0,0,0,0,0,0,2.02006E+11
9069,2020/6/2 23:30,0,0,0,0,0,0,2.02006E+11
9070,2020/6/2 23:40,0,0,0,0,0,0,2.02006E+11
9071,2020/6/2 23:50,0,0,0,0,0,0,2.02006E+11
9072,2020/6/3 00:00,0,0,0,0,0,0,2.02006E+11
