,Report_time,GHID,Reportid,TimeID,dsf,swi,tsf,vpd,slp,lwo,psf,rh
35,2020040211,shgb,dsf,f01,290.08,110.02,293.53,0.48,1020.20,243.16,1019.97,80.29
36,2020040212,shgb,dsf,f01,290.58,63.68,292.87,0.32,1020.04,237.79,1019.99,86.42
37,2020040213,shgb,dsf,f01,289.28,391.30,296.05,0.98,1018.61,242.44,1018.54,65.16
38,2020040214,shgb,dsf,f01,289.45,1024.46,297.44,1.21,1016.99,270.66,1016.89,60.53
39,2020040215,shgb,dsf,f01,289.34,334.47,295.56,0.89,1017.86,257.63,1017.81,67.44
40,2020040216,shgb,dsf,f01,289.27,238.04,294.73,0.76,1018.06,264.05,1017.98,70.72
41,2020040217,shgb,dsf,f01,289.23,62.18,293.74,0.61,1018.59,270.40,1018.60,75.02
42,2020040218,shgb,dsf,f01,289.63,0.00,292.57,0.39,1018.13,270.53,1018.14,82.86
43,2020040219,shgb,dsf,f01,290.30,0.00,292.37,0.28,1017.14,269.39,1017.11,87.61
44,2020040220,shgb,dsf,f01,289.91,0.00,292.59,0.36,1018.04,269.36,1017.99,84.31
45,2020040221,shgb,dsf,f01,290.00,0.00,292.47,0.33,1018.01,269.39,1017.95,85.41
46,2020040222,shgb,dsf,f01,290.17,0.00,292.95,0.38,1018.38,259.60,1018.32,83.75
47,2020040223,shgb,dsf,f01,290.75,0.00,292.74,0.27,1019.89,233.77,1019.84,88.11
48,2020040300,shgb,dsf,f01,290.34,0.00,292.42,0.28,1019.27,254.59,1019.33,87.53
49,2020040301,shgb,dsf,f01,289.24,0.00,292.29,0.40,1019.21,206.81,1019.21,82.27
50,2020040302,shgb,dsf,f01,288.88,0.00,292.38,0.45,1018.14,256.07,1018.17,79.88
51,2020040303,shgb,dsf,f01,288.74,0.00,291.77,0.38,1018.09,256.15,1018.16,82.30
52,2020040304,shgb,dsf,f01,290.11,0.00,291.70,0.21,1018.64,259.99,1018.68,90.29
53,2020040305,shgb,dsf,f01,289.41,0.00,292.37,0.39,1018.26,252.17,1018.22,82.73
54,2020040306,shgb,dsf,f01,289.32,183.63,293.24,0.53,1017.83,250.37,1017.67,77.90
55,2020040307,shgb,dsf,f01,289.27,380.20,296.78,1.11,1016.83,268.33,1016.79,62.26
56,2020040308,shgb,dsf,f01,288.88,813.87,301.42,2.10,1016.64,272.23,1016.64,45.87
57,2020040309,shgb,dsf,f01,289.33,866.65,300.54,1.85,1016.52,271.92,1016.51,49.96
58,2020040310,shgb,dsf,f01,290.33,871.19,300.01,1.62,1016.97,271.96,1016.99,54.86
59,2020040311,shgb,dsf,f01,290.25,923.92,300.68,1.77,1018.22,273.84,1018.28,52.49
60,2020040312,shgb,dsf,f01,290.58,908.43,299.95,1.57,1018.03,271.53,1018.08,55.97
61,2020040313,shgb,dsf,f01,291.28,827.39,299.21,1.32,1016.26,273.08,1016.27,61.19
62,2020040314,shgb,dsf,f01,290.95,686.83,298.32,1.19,1014.91,274.07,1014.87,63.23
63,2020040315,shgb,dsf,f01,290.90,496.60,296.95,0.94,1016.05,270.41,1016.02,68.47
64,2020040316,shgb,dsf,f01,290.83,336.78,295.40,0.68,1017.04,267.40,1017.01,74.97
65,2020040317,shgb,dsf,f01,290.63,48.06,293.63,0.42,1017.93,263.59,1017.90,82.70
66,2020040318,shgb,dsf,f01,290.39,0.00,292.71,0.32,1018.17,253.44,1018.17,86.27
67,2020040319,shgb,dsf,f01,289.72,0.00,292.36,0.35,1017.65,247.67,1017.64,84.49
68,2020040320,shgb,dsf,f01,289.75,0.00,292.36,0.35,1018.52,247.05,1018.55,84.68
69,2020040321,shgb,dsf,f01,289.75,0.00,292.28,0.33,1017.81,248.40,1017.83,85.05
70,2020040322,shgb,dsf,f01,289.73,0.00,292.24,0.33,1017.77,250.51,1017.80,85.15
71,2020040323,shgb,dsf,f01,289.52,0.00,292.24,0.36,1019.50,247.57,1019.54,84.06
72,2020040400,shgb,dsf,f01,289.41,0.00,292.26,0.37,1019.30,235.62,1019.32,83.34
73,2020040401,shgb,dsf,f01,288.96,0.00,291.81,0.36,1018.44,221.07,1018.45,83.29
74,2020040402,shgb,dsf,f01,288.69,0.00,291.77,0.39,1017.34,224.86,1017.32,82.02
75,2020040403,shgb,dsf,f01,289.04,0.00,292.03,0.38,1018.54,225.02,1018.52,82.58
76,2020040404,shgb,dsf,f01,289.22,0.00,291.88,0.34,1017.63,223.95,1017.68,84.32
77,2020040405,shgb,dsf,f01,289.53,0.00,291.58,0.27,1018.35,224.16,1018.35,87.64
78,2020040406,shgb,dsf,f01,289.09,207.14,292.57,0.46,1017.84,258.33,1017.82,79.99
79,2020040407,shgb,dsf,f01,288.07,136.95,291.98,0.49,1017.52,221.52,1017.47,77.74
80,2020040408,shgb,dsf,f01,288.56,592.10,295.50,0.97,1017.99,268.63,1017.94,64.38
81,2020040409,shgb,dsf,f01,288.58,763.00,297.15,1.26,1018.90,272.06,1018.85,58.27
82,2020040410,shgb,dsf,f01,288.62,879.84,297.81,1.38,1019.56,274.34,1019.57,56.11
83,2020040411,shgb,dsf,f01,288.51,932.72,298.56,1.54,1020.50,275.11,1020.51,53.20
84,2020040412,shgb,dsf,f01,288.45,916.92,298.44,1.52,1019.70,275.22,1019.73,53.43
85,2020040413,shgb,dsf,f01,289.13,288.57,294.65,0.77,1018.40,243.16,1018.44,70.39
86,2020040414,shgb,dsf,f01,288.99,479.02,294.53,0.76,1016.63,245.83,1016.56,70.30
87,2020040415,shgb,dsf,f01,288.72,499.88,295.57,0.97,1017.25,268.29,1017.21,64.80
88,2020040416,shgb,dsf,f01,288.52,281.56,293.75,0.70,1018.04,265.66,1018.02,71.59
89,2020040417,shgb,dsf,f01,288.17,65.12,292.04,0.49,1018.65,264.29,1018.64,77.97
90,2020040418,shgb,dsf,f01,287.88,0.00,290.88,0.36,1018.65,263.10,1018.59,82.32
91,2020040419,shgb,dsf,f01,287.81,0.00,291.24,0.42,1018.52,244.01,1018.47,80.14
92,2020040420,shgb,dsf,f01,287.66,0.00,290.77,0.37,1018.95,262.40,1018.90,81.72
93,2020040421,shgb,dsf,f01,287.66,0.00,290.50,0.34,1018.83,262.43,1018.79,83.17
94,2020040422,shgb,dsf,f01,287.22,0.00,290.32,0.36,1018.94,262.21,1018.93,81.72
95,2020040423,shgb,dsf,f01,286.66,0.00,290.52,0.45,1020.59,257.66,1020.61,77.81
96,2020040500,shgb,dsf,f01,286.37,0.00,290.44,0.47,1020.60,262.30,1020.66,76.71
97,2020040501,shgb,dsf,f01,285.93,0.00,290.32,0.49,1019.61,260.82,1019.69,75.09
98,2020040502,shgb,dsf,f01,285.82,0.00,290.30,0.50,1018.16,261.22,1018.22,74.65
99,2020040503,shgb,dsf,f01,285.31,0.00,289.56,0.46,1017.43,260.73,1017.56,75.71
100,2020040504,shgb,dsf,f01,285.40,0.00,290.24,0.54,1018.75,261.87,1018.78,72.87
101,2020040505,shgb,dsf,f01,285.23,0.00,290.16,0.54,1017.97,261.32,1017.97,72.42
102,2020040506,shgb,dsf,f01,285.12,163.70,292.18,0.82,1017.96,260.23,1017.97,63.19
103,2020040507,shgb,dsf,f01,285.42,387.58,294.16,1.08,1017.70,259.84,1017.71,56.93
104,2020040508,shgb,dsf,f01,285.67,595.74,296.16,1.39,1018.35,261.91,1018.34,51.11
105,2020040509,shgb,dsf,f01,285.90,764.77,297.44,1.60,1018.85,262.53,1018.84,48.00
106,2020040510,shgb,dsf,f01,286.11,879.65,298.36,1.75,1018.84,263.08,1018.87,46.01
107,2020040511,shgb,dsf,f01,286.07,931.41,298.89,1.86,1019.62,264.26,1019.63,44.44
108,2020040512,shgb,dsf,f01,285.84,915.73,298.80,1.86,1018.93,263.84,1018.93,44.02
109,2020040513,shgb,dsf,f01,286.02,1068.85,297.10,1.52,1017.71,239.50,1017.66,49.41
110,2020040514,shgb,dsf,f01,286.46,364.37,292.89,0.79,1017.29,229.52,1017.23,66.12
111,2020040515,shgb,dsf,f01,288.13,39.18,290.41,0.27,1017.85,204.88,1017.79,86.30
112,2020040516,shgb,dsf,f01,287.82,79.40,290.69,0.34,1017.69,218.56,1017.67,83.02
113,2020040517,shgb,dsf,f01,288.43,22.05,290.75,0.28,1018.28,221.91,1018.30,86.07
114,2020040518,shgb,dsf,f01,288.35,0.00,290.44,0.25,1018.11,213.48,1018.11,87.38
115,2020040519,shgb,dsf,f01,288.92,0.00,290.67,0.22,1017.67,224.80,1017.69,89.33
116,2020040520,shgb,dsf,f01,288.81,0.00,290.62,0.22,1018.67,236.23,1018.64,88.97
117,2020040521,shgb,dsf,f01,288.85,0.00,290.62,0.22,1018.34,225.80,1018.26,89.19
118,2020040522,shgb,dsf,f01,287.52,0.00,290.51,0.35,1018.82,219.23,1018.80,82.38
119,2020040523,shgb,dsf,f01,287.40,0.00,290.95,0.42,1021.05,226.09,1021.06,79.48
120,2020040600,shgb,dsf,f01,287.13,0.00,290.36,0.38,1019.86,228.30,1019.94,81.11
121,2020040601,shgb,dsf,f01,286.66,0.00,290.29,0.42,1018.84,241.40,1018.87,78.93
122,2020040602,shgb,dsf,f01,286.45,0.00,290.03,0.41,1016.55,250.42,1016.53,79.18
123,2020040603,shgb,dsf,f01,286.50,0.00,290.50,0.46,1017.72,211.52,1017.74,77.07
124,2020040604,shgb,dsf,f01,287.45,0.00,290.18,0.32,1018.07,207.91,1018.11,83.75
125,2020040605,shgb,dsf,f01,287.27,0.00,290.31,0.36,1018.51,217.44,1018.60,82.06
126,2020040606,shgb,dsf,f01,287.42,15.37,290.73,0.39,1017.95,220.60,1018.03,80.71
127,2020040607,shgb,dsf,f01,287.46,371.35,293.13,0.72,1018.72,251.45,1018.73,69.49
128,2020040608,shgb,dsf,f01,287.49,107.98,291.30,0.46,1017.20,229.87,1017.20,78.16
129,2020040609,shgb,dsf,f01,287.48,219.82,293.07,0.71,1017.33,233.15,1017.38,69.82
130,2020040610,shgb,dsf,f01,287.53,759.78,295.16,1.03,1018.07,232.14,1018.10,61.48
131,2020040611,shgb,dsf,f01,287.62,342.43,293.57,0.77,1019.83,221.78,1019.82,68.31
132,2020040612,shgb,dsf,f01,288.50,441.36,294.54,0.82,1018.59,218.97,1018.70,68.06
133,2020040613,shgb,dsf,f01,288.62,315.37,294.13,0.74,1016.48,213.82,1016.45,70.42
134,2020040614,shgb,dsf,f01,290.06,210.06,293.15,0.42,1015.17,209.83,1015.13,82.14
135,2020040615,shgb,dsf,f01,290.14,189.55,292.84,0.37,1015.58,212.40,1015.54,84.18
136,2020040616,shgb,dsf,f01,289.72,88.75,291.86,0.28,1015.81,214.54,1015.76,87.21
137,2020040617,shgb,dsf,f01,289.87,20.88,291.46,0.21,1015.64,222.56,1015.59,90.30
138,2020040618,shgb,dsf,f01,289.71,0.00,291.16,0.19,1014.93,223.07,1014.92,91.10
139,2020040619,shgb,dsf,f01,289.03,0.00,290.70,0.21,1015.22,217.68,1015.11,89.79
140,2020040620,shgb,dsf,f01,289.04,0.00,290.54,0.19,1016.50,216.44,1016.51,90.76
141,2020040621,shgb,dsf,f01,288.57,0.00,290.39,0.22,1015.44,206.24,1015.35,88.86
142,2020040622,shgb,dsf,f01,289.02,0.00,290.66,0.20,1015.50,213.84,1015.46,89.97
143,2020040623,shgb,dsf,f01,289.02,0.00,290.92,0.24,1017.43,210.07,1017.52,88.47
144,2020040700,shgb,dsf,f01,289.05,0.00,290.64,0.20,1016.75,207.90,1016.78,90.24
145,2020040701,shgb,dsf,f01,289.39,0.00,290.90,0.19,1015.66,165.78,1015.57,90.76
146,2020040702,shgb,dsf,f01,289.10,0.00,290.74,0.20,1014.26,186.10,1014.32,89.96
147,2020040703,shgb,dsf,f01,289.07,0.00,290.66,0.20,1014.46,192.51,1014.30,90.26
148,2020040704,shgb,dsf,f01,289.10,0.00,290.73,0.20,1015.00,196.15,1014.98,90.05
149,2020040705,shgb,dsf,f01,288.47,0.00,290.70,0.27,1014.39,217.24,1014.40,86.58
150,2020040706,shgb,dsf,f01,288.58,57.88,290.75,0.27,1014.40,248.60,1014.39,86.90
151,2020040707,shgb,dsf,f01,287.92,53.12,290.96,0.37,1014.37,238.32,1014.32,82.19
152,2020040708,shgb,dsf,f01,287.70,300.70,292.50,0.60,1015.30,241.48,1015.27,73.43
153,2020040709,shgb,dsf,f01,287.60,474.23,293.13,0.71,1015.31,242.18,1015.30,70.13
154,2020040710,shgb,dsf,f01,287.51,887.17,296.11,1.19,1015.24,271.19,1015.31,57.93
155,2020040711,shgb,dsf,f01,287.66,939.61,297.11,1.35,1016.55,273.31,1016.64,55.02
156,2020040712,shgb,dsf,f01,287.61,899.54,296.36,1.22,1013.06,271.37,1013.23,57.44
157,2020040713,shgb,dsf,f01,287.34,843.73,296.40,1.26,1015.18,274.55,1015.27,56.27
158,2020040714,shgb,dsf,f01,287.10,700.02,295.62,1.15,1014.46,272.22,1014.51,58.12
159,2020040715,shgb,dsf,f01,286.97,508.87,294.54,0.99,1014.79,271.14,1014.88,61.59
160,2020040716,shgb,dsf,f01,286.61,352.92,292.71,0.75,1014.85,266.24,1014.89,67.48
161,2020040717,shgb,dsf,f01,286.18,57.99,291.55,0.63,1014.54,262.89,1014.54,70.59
162,2020040718,shgb,dsf,f01,286.06,0.00,290.35,0.48,1014.36,268.65,1014.37,75.60
163,2020040719,shgb,dsf,f01,286.86,0.00,290.16,0.38,1015.05,266.20,1014.98,80.65
164,2020040720,shgb,dsf,f01,286.59,0.00,290.26,0.42,1015.82,265.40,1015.79,78.74
165,2020040721,shgb,dsf,f01,286.58,0.00,290.42,0.44,1015.25,265.15,1015.21,77.89
166,2020040722,shgb,dsf,f01,286.34,0.00,290.39,0.46,1015.14,265.64,1015.09,76.85
167,2020040723,shgb,dsf,f01,286.24,0.00,290.53,0.49,1016.53,267.42,1016.50,75.61
168,2020040800,shgb,dsf,f01,286.10,0.00,290.52,0.50,1016.60,269.03,1016.59,74.99
169,2020040801,shgb,dsf,f01,285.80,0.00,290.14,0.48,1015.96,268.98,1015.94,75.29
170,2020040802,shgb,dsf,f01,285.68,0.00,290.00,0.48,1014.70,269.02,1014.69,75.39
171,2020040803,shgb,dsf,f01,285.82,0.00,289.94,0.46,1014.83,269.13,1014.84,76.43
172,2020040804,shgb,dsf,f01,285.77,0.00,289.94,0.46,1015.29,268.81,1015.30,76.12
173,2020040805,shgb,dsf,f01,285.63,0.00,289.91,0.47,1014.71,268.99,1014.69,75.58
174,2020040806,shgb,dsf,f01,285.76,175.98,292.00,0.73,1015.10,270.28,1015.12,66.66
175,2020040807,shgb,dsf,f01,285.80,402.99,294.08,1.04,1015.01,272.89,1015.00,58.68
176,2020040808,shgb,dsf,f01,285.93,612.40,295.99,1.34,1015.91,275.98,1015.93,52.55
177,2020040809,shgb,dsf,f01,286.26,782.95,297.50,1.57,1015.91,279.46,1015.93,48.99
178,2020040810,shgb,dsf,f01,286.89,898.25,298.39,1.68,1016.26,280.31,1016.32,48.38
179,2020040811,shgb,dsf,f01,287.17,949.28,298.90,1.75,1015.49,281.62,1015.54,47.82
180,2020040812,shgb,dsf,f01,287.28,932.21,299.04,1.77,1017.00,278.91,1017.05,47.74
181,2020040813,shgb,dsf,f01,287.78,843.96,298.56,1.62,1016.24,276.06,1016.24,50.73
182,2020040814,shgb,dsf,f01,287.84,699.83,297.87,1.48,1015.45,275.08,1015.45,53.10
183,2020040815,shgb,dsf,f01,287.69,509.11,297.25,1.38,1015.56,275.98,1015.54,54.64
184,2020040816,shgb,dsf,f01,287.78,289.21,296.04,1.15,1015.82,274.09,1015.81,59.17
185,2020040817,shgb,dsf,f01,287.89,34.14,293.87,0.79,1015.28,248.25,1015.25,68.19
186,2020040818,shgb,dsf,f01,288.08,0.00,293.09,0.65,1015.59,243.20,1015.54,72.55
187,2020040819,shgb,dsf,f01,288.43,0.00,292.67,0.55,1015.96,238.83,1015.90,76.19
188,2020040820,shgb,dsf,f01,288.43,0.00,292.97,0.59,1017.00,240.43,1016.91,74.75
189,2020040821,shgb,dsf,f01,288.28,0.00,292.98,0.61,1016.56,241.44,1016.45,73.96
190,2020040822,shgb,dsf,f01,288.27,0.00,292.81,0.59,1016.26,243.79,1016.18,74.72
191,2020040823,shgb,dsf,f01,288.11,0.00,292.86,0.61,1017.70,244.87,1017.64,73.73
192,2020040900,shgb,dsf,f01,288.07,0.00,292.72,0.60,1017.88,245.15,1017.87,74.18
193,2020040901,shgb,dsf,f01,287.64,0.00,292.88,0.67,1017.66,244.76,1017.63,71.41
194,2020040902,shgb,dsf,f01,287.67,0.00,292.60,0.62,1016.38,248.08,1016.43,72.82
195,2020040903,shgb,dsf,f01,287.96,0.00,291.39,0.42,1016.90,264.41,1016.92,80.14
196,2020040904,shgb,dsf,f01,287.88,0.00,291.38,0.43,1017.41,264.94,1017.45,79.78
197,2020040905,shgb,dsf,f01,288.05,0.00,291.20,0.39,1016.63,265.33,1016.68,81.62
198,2020040906,shgb,dsf,f01,287.95,177.94,293.17,0.67,1016.73,266.38,1016.73,71.56
199,2020040907,shgb,dsf,f01,288.42,402.05,295.15,0.93,1015.94,267.27,1015.97,65.16
200,2020040908,shgb,dsf,f01,288.54,610.48,296.99,1.24,1016.62,269.27,1016.71,58.67
201,2020040909,shgb,dsf,f01,288.76,780.19,298.25,1.45,1016.71,272.07,1016.77,55.12
202,2020040910,shgb,dsf,f01,288.80,896.46,299.07,1.61,1016.75,275.01,1016.78,52.59
203,2020040911,shgb,dsf,f01,288.88,948.97,299.68,1.72,1018.04,276.25,1018.07,51.01
204,2020040912,shgb,dsf,f01,289.04,933.60,299.70,1.70,1017.47,278.16,1017.52,51.48
205,2020040913,shgb,dsf,f01,287.94,844.05,298.98,1.68,1015.94,270.99,1015.98,49.99
206,2020040914,shgb,dsf,f01,287.90,710.70,299.07,1.70,1015.04,278.36,1015.09,49.65
207,2020040915,shgb,dsf,f01,288.65,506.52,297.59,1.33,1015.59,265.32,1015.63,57.00
208,2020040916,shgb,dsf,f01,288.77,285.21,295.96,1.03,1016.20,268.63,1016.24,63.39
209,2020040917,shgb,dsf,f01,288.65,73.45,294.24,0.76,1016.64,272.91,1016.64,70.01
210,2020040918,shgb,dsf,f01,288.33,0.00,292.73,0.57,1016.51,271.27,1016.48,75.41
211,2020040919,shgb,dsf,f01,287.28,0.00,292.45,0.64,1016.70,264.76,1016.63,71.67
212,2020040920,shgb,dsf,f01,287.22,0.00,291.90,0.57,1017.47,267.74,1017.50,73.93
213,2020040921,shgb,dsf,f01,287.70,0.00,291.85,0.51,1017.97,272.34,1017.88,76.53
214,2020040922,shgb,dsf,f01,287.80,0.00,291.05,0.39,1017.47,271.96,1017.48,81.05
215,2020040923,shgb,dsf,f01,287.61,0.00,290.76,0.38,1018.98,271.52,1019.05,81.54
216,2020041000,shgb,dsf,f01,287.11,0.00,290.49,0.39,1019.01,271.09,1019.10,80.35
217,2020041001,shgb,dsf,f01,287.41,0.00,290.53,0.37,1018.20,270.60,1018.23,81.68
218,2020041002,shgb,dsf,f01,287.29,0.00,290.29,0.35,1017.36,269.86,1017.39,82.32
219,2020041003,shgb,dsf,f01,287.05,0.00,290.20,0.36,1018.08,269.33,1018.10,81.49
220,2020041004,shgb,dsf,f01,286.45,0.00,290.00,0.40,1018.50,268.22,1018.50,79.38
221,2020041005,shgb,dsf,f01,286.64,0.00,289.83,0.36,1018.32,267.84,1018.31,81.25
222,2020041006,shgb,dsf,f01,285.71,185.74,293.55,0.96,1018.07,269.64,1018.06,60.29
223,2020041007,shgb,dsf,f01,285.97,414.30,296.93,1.50,1017.85,272.13,1017.80,49.72
224,2020041008,shgb,dsf,f01,286.06,624.84,299.29,1.94,1018.33,274.78,1018.29,43.34
225,2020041009,shgb,dsf,f01,286.40,795.28,299.82,2.01,1018.07,276.10,1018.05,43.06
226,2020041010,shgb,dsf,f01,286.96,910.06,299.73,1.94,1018.17,276.23,1018.16,44.88
227,2020041011,shgb,dsf,f01,287.22,958.47,300.22,2.02,1019.80,275.82,1019.84,44.30
228,2020041012,shgb,dsf,f01,286.93,940.22,300.95,2.21,1019.12,277.32,1019.20,41.63
229,2020041013,shgb,dsf,f01,287.81,853.84,300.82,2.08,1017.61,276.97,1017.61,44.44
230,2020041014,shgb,dsf,f01,287.71,709.62,300.35,1.99,1016.38,276.27,1016.40,45.37
231,2020041015,shgb,dsf,f01,287.99,515.92,299.43,1.77,1016.74,272.84,1016.80,48.85
232,2020041016,shgb,dsf,f01,287.79,293.95,298.54,1.61,1016.40,271.63,1016.44,50.83
233,2020041017,shgb,dsf,f01,287.27,73.64,296.89,1.36,1016.24,269.73,1016.21,54.31
234,2020041018,shgb,dsf,f01,287.44,0.00,294.62,0.95,1015.98,267.31,1015.97,63.19
235,2020041019,shgb,dsf,f01,287.44,0.00,294.11,0.87,1015.73,264.03,1015.64,65.25
236,2020041020,shgb,dsf,f01,287.79,0.00,294.09,0.83,1016.61,264.26,1016.54,66.81
237,2020041021,shgb,dsf,f01,288.18,0.00,293.52,0.70,1015.94,264.94,1015.86,71.04
238,2020041022,shgb,dsf,f01,288.17,0.00,293.06,0.63,1015.80,264.72,1015.78,73.08
239,2020041023,shgb,dsf,f01,288.09,0.00,292.09,0.50,1017.00,262.24,1017.01,77.33
240,2020041100,shgb,dsf,f01,287.92,0.00,292.27,0.55,1018.13,261.88,1018.14,75.65
241,2020041101,shgb,dsf,f01,288.36,0.00,292.31,0.50,1017.14,261.13,1017.10,77.62
242,2020041102,shgb,dsf,f01,287.50,0.00,292.19,0.58,1016.07,260.91,1016.03,73.93
243,2020041103,shgb,dsf,f01,286.90,0.00,292.20,0.65,1016.01,260.41,1016.00,71.04
244,2020041104,shgb,dsf,f01,286.87,0.00,292.02,0.62,1015.82,259.36,1015.84,71.70
245,2020041105,shgb,dsf,f01,286.45,0.27,292.03,0.67,1015.54,258.37,1015.59,69.72
246,2020041106,shgb,dsf,f01,286.67,182.53,294.37,0.99,1015.02,259.18,1015.08,61.05
247,2020041107,shgb,dsf,f01,287.40,406.39,296.78,1.32,1014.37,260.73,1014.37,55.15
248,2020041108,shgb,dsf,f01,288.84,612.06,299.04,1.59,1015.14,262.80,1015.18,52.82
249,2020041109,shgb,dsf,f01,289.62,777.20,299.94,1.69,1015.12,264.24,1015.15,52.66
250,2020041110,shgb,dsf,f01,290.54,1368.30,299.92,1.57,1015.23,263.60,1015.26,55.96
251,2020041111,shgb,dsf,f01,290.96,165.13,296.20,0.80,1016.56,225.66,1016.62,71.99
252,2020041112,shgb,dsf,f01,290.87,137.10,295.62,0.71,1016.49,226.27,1016.59,74.15
253,2020041113,shgb,dsf,f01,290.78,250.54,295.77,0.75,1015.28,224.38,1015.34,73.18
254,2020041114,shgb,dsf,f01,290.04,124.55,295.65,0.82,1013.56,233.11,1013.55,70.22
255,2020041115,shgb,dsf,f01,290.26,178.86,296.13,0.88,1013.55,241.90,1013.52,69.16
256,2020041116,shgb,dsf,f01,290.68,24.58,294.81,0.60,1013.53,238.34,1013.45,77.05
257,2020041117,shgb,dsf,f01,291.41,3.44,293.27,0.27,1013.56,229.82,1013.59,88.87
258,2020041118,shgb,dsf,f01,290.68,0.00,292.59,0.26,1013.62,229.40,1013.56,88.53
259,2020041119,shgb,dsf,f01,290.40,0.00,293.30,0.40,1013.27,238.49,1013.28,83.16
260,2020041120,shgb,dsf,f01,290.29,0.00,292.70,0.33,1014.75,218.28,1014.72,85.73
261,2020041121,shgb,dsf,f01,290.53,0.00,292.25,0.23,1014.44,211.94,1014.40,89.63
262,2020041122,shgb,dsf,f01,290.78,0.00,292.17,0.19,1014.57,217.09,1014.83,91.52
263,2020041123,shgb,dsf,f01,290.53,0.00,292.17,0.22,1015.74,202.77,1015.82,90.05
264,2020041200,shgb,dsf,f01,290.44,0.00,291.95,0.20,1015.81,219.07,1015.97,90.84
265,2020041201,shgb,dsf,f01,289.31,0.00,291.92,0.34,1015.32,221.51,1015.34,84.61
266,2020041202,shgb,dsf,f01,288.86,0.00,291.95,0.40,1014.37,221.20,1014.50,81.98
