,Report_time,GHID,dsf,swi,tsf,vpd,slp,lwo,psf,rh,dsf,swi,tsf,vpd,slp,lwo,psf,rh,dsf,swi,tsf,vpd,slp,lwo,psf,rh,dsf,swi,tsf,vpd,slp,lwo,psf,rh,dsf,swi,tsf,vpd,slp,lwo,psf,rh,dsf,swi,tsf,vpd,slp,lwo,psf,rh
0,2020040100,shgb,291.96,0.0,294.94,0.45,1016.08,266.76,1016.19,82.91,291.96,0.0,294.94,0.45,1016.08,266.76,1016.19,82.91,291.96,0.0,294.94,0.45,1016.08,266.76,1016.19,82.91,291.96,0.0,294.94,0.45,1016.08,266.76,1016.19,82.91,291.96,0.0,294.94,0.45,1016.08,266.76,1016.19,82.91,291.96,0.0,294.94,0.45,1016.08,266.76,1016.19,82.91
1,2020040101,shgb,291.47,0.0,294.71,0.48,1015.33,260.4,1015.29,81.56,291.47,0.0,294.71,0.48,1015.33,260.4,1015.29,81.56,291.47,0.0,294.71,0.48,1015.33,260.4,1015.29,81.56,291.47,0.0,294.71,0.48,1015.33,260.4,1015.29,81.56,291.47,0.0,294.71,0.48,1015.33,260.4,1015.29,81.56,291.47,0.0,294.71,0.48,1015.33,260.4,1015.29,81.56
2,2020040102,shgb,292.17,0.0,293.82,0.24,1014.82,238.68,1014.82,90.12,292.17,0.0,293.82,0.24,1014.82,238.68,1014.82,90.12,292.17,0.0,293.82,0.24,1014.82,238.68,1014.82,90.12,292.17,0.0,293.82,0.24,1014.82,238.68,1014.82,90.12,292.17,0.0,293.82,0.24,1014.82,238.68,1014.82,90.12,292.17,0.0,293.82,0.24,1014.82,238.68,1014.82,90.12
3,2020040103,shgb,291.81,0.0,293.56,0.25,1015.69,252.63,1015.83,89.51,291.81,0.0,293.56,0.25,1015.69,252.63,1015.83,89.51,291.81,0.0,293.56,0.25,1015.69,252.63,1015.83,89.51,291.81,0.0,293.56,0.25,1015.69,252.63,1015.83,89.51,291.81,0.0,293.56,0.25,1015.69,252.63,1015.83,89.51,291.81,0.0,293.56,0.25,1015.69,252.63,1015.83,89.51
4,2020040104,shgb,290.92,0.0,292.95,0.28,1016.02,262.16,1016.11,87.91,290.92,0.0,292.95,0.28,1016.02,262.16,1016.11,87.91,290.92,0.0,292.95,0.28,1016.02,262.16,1016.11,87.91,290.92,0.0,292.95,0.28,1016.02,262.16,1016.11,87.91,290.92,0.0,292.95,0.28,1016.02,262.16,1016.11,87.91,290.92,0.0,292.95,0.28,1016.02,262.16,1016.11,87.91
5,2020040105,shgb,290.51,0.0,292.7,0.3,1015.27,261.58,1015.29,86.93,290.51,0.0,292.7,0.3,1015.27,261.58,1015.29,86.93,290.51,0.0,292.7,0.3,1015.27,261.58,1015.29,86.93,290.51,0.0,292.7,0.3,1015.27,261.58,1015.29,86.93,290.51,0.0,292.7,0.3,1015.27,261.58,1015.29,86.93,290.51,0.0,292.7,0.3,1015.27,261.58,1015.29,86.93
6,2020040106,shgb,290.22,13.96,292.73,0.34,1014.88,263.87,1014.92,85.23,290.22,13.96,292.73,0.34,1014.88,263.87,1014.92,85.23,290.22,13.96,292.73,0.34,1014.88,263.87,1014.92,85.23,290.22,13.96,292.73,0.34,1014.88,263.87,1014.92,85.23,290.22,13.96,292.73,0.34,1014.88,263.87,1014.92,85.23,290.22,13.96,292.73,0.34,1014.88,263.87,1014.92,85.23
7,2020040107,shgb,290.29,398.43,294.62,0.62,1014.36,274.82,1014.36,76.02,290.29,398.43,294.62,0.62,1014.36,274.82,1014.36,76.02,290.29,398.43,294.62,0.62,1014.36,274.82,1014.36,76.02,290.29,398.43,294.62,0.62,1014.36,274.82,1014.36,76.02,290.29,398.43,294.62,0.62,1014.36,274.82,1014.36,76.02,290.29,398.43,294.62,0.62,1014.36,274.82,1014.36,76.02
8,2020040108,shgb,290.14,330.5,294.7,0.65,1015.78,268.91,1015.76,74.92,290.14,330.5,294.7,0.65,1015.78,268.91,1015.76,74.92,290.14,330.5,294.7,0.65,1015.78,268.91,1015.76,74.92,290.14,330.5,294.7,0.65,1015.78,268.91,1015.76,74.92,290.14,330.5,294.7,0.65,1015.78,268.91,1015.76,74.92,290.14,330.5,294.7,0.65,1015.78,268.91,1015.76,74.92
9,2020040109,shgb,290.08,740.8,296.73,1.01,1016.01,269.58,1016.03,65.81,290.08,740.8,296.73,1.01,1016.01,269.58,1016.03,65.81,290.08,740.8,296.73,1.01,1016.01,269.58,1016.03,65.81,290.08,740.8,296.73,1.01,1016.01,269.58,1016.03,65.81,290.08,740.8,296.73,1.01,1016.01,269.58,1016.03,65.81,290.08,740.8,296.73,1.01,1016.01,269.58,1016.03,65.81
10,2020040110,shgb,289.64,803.17,296.3,0.98,1016.19,269.9,1016.22,65.69,289.64,803.17,296.3,0.98,1016.19,269.9,1016.22,65.69,289.64,803.17,296.3,0.98,1016.19,269.9,1016.22,65.69,289.64,803.17,296.3,0.98,1016.19,269.9,1016.22,65.69,289.64,803.17,296.3,0.98,1016.19,269.9,1016.22,65.69,289.64,803.17,296.3,0.98,1016.19,269.9,1016.22,65.69
11,2020040111,shgb,289.37,430.43,296.8,1.1,1017.2,268.29,1017.2,62.62,289.37,430.43,296.8,1.1,1017.2,268.29,1017.2,62.62,289.37,430.43,296.8,1.1,1017.2,268.29,1017.2,62.62,289.37,430.43,296.8,1.1,1017.2,268.29,1017.2,62.62,289.37,430.43,296.8,1.1,1017.2,268.29,1017.2,62.62,289.37,430.43,296.8,1.1,1017.2,268.29,1017.2,62.62
12,2020040112,shgb,289.27,910.65,298.4,1.42,1016.18,286.22,1016.19,56.43,289.27,910.65,298.4,1.42,1016.18,286.22,1016.19,56.43,289.27,910.65,298.4,1.42,1016.18,286.22,1016.19,56.43,289.27,910.65,298.4,1.42,1016.18,286.22,1016.19,56.43,289.27,910.65,298.4,1.42,1016.18,286.22,1016.19,56.43,289.27,910.65,298.4,1.42,1016.18,286.22,1016.19,56.43
13,2020040113,shgb,288.32,833.14,297.21,1.3,1015.14,285.99,1015.15,57.05,288.32,833.14,297.21,1.3,1015.14,285.99,1015.15,57.05,288.32,833.14,297.21,1.3,1015.14,285.99,1015.15,57.05,288.32,833.14,297.21,1.3,1015.14,285.99,1015.15,57.05,288.32,833.14,297.21,1.3,1015.14,285.99,1015.15,57.05,288.32,833.14,297.21,1.3,1015.14,285.99,1015.15,57.05
14,2020040114,shgb,287.86,690.44,296.4,1.21,1014.89,284.63,1014.84,58.19,287.86,690.44,296.4,1.21,1014.89,284.63,1014.84,58.19,287.86,690.44,296.4,1.21,1014.89,284.63,1014.84,58.19,287.86,690.44,296.4,1.21,1014.89,284.63,1014.84,58.19,287.86,690.44,296.4,1.21,1014.89,284.63,1014.84,58.19,287.86,690.44,296.4,1.21,1014.89,284.63,1014.84,58.19
15,2020040115,shgb,287.58,499.5,295.8,1.13,1014.85,281.82,1014.83,59.27,287.58,499.5,295.8,1.13,1014.85,281.82,1014.83,59.27,287.58,499.5,295.8,1.13,1014.85,281.82,1014.83,59.27,287.58,499.5,295.8,1.13,1014.85,281.82,1014.83,59.27,287.58,499.5,295.8,1.13,1014.85,281.82,1014.83,59.27,287.58,499.5,295.8,1.13,1014.85,281.82,1014.83,59.27
16,2020040116,shgb,287.31,280.48,295.1,1.05,1014.63,282.45,1014.53,60.78,287.31,280.48,295.1,1.05,1014.63,282.45,1014.53,60.78,287.31,280.48,295.1,1.05,1014.63,282.45,1014.53,60.78,287.31,280.48,295.1,1.05,1014.63,282.45,1014.53,60.78,287.31,280.48,295.1,1.05,1014.63,282.45,1014.53,60.78,287.31,280.48,295.1,1.05,1014.63,282.45,1014.53,60.78
17,2020040117,shgb,287.43,62.39,293.25,0.74,1015.15,279.65,1015.13,68.78,287.43,62.39,293.25,0.74,1015.15,279.65,1015.13,68.78,287.43,62.39,293.25,0.74,1015.15,279.65,1015.13,68.78,287.43,62.39,293.25,0.74,1015.15,279.65,1015.13,68.78,287.43,62.39,293.25,0.74,1015.15,279.65,1015.13,68.78,287.43,62.39,293.25,0.74,1015.15,279.65,1015.13,68.78
18,2020040118,shgb,287.55,0.0,291.82,0.52,1015.44,275.4,1015.41,75.9,287.55,0.0,291.82,0.52,1015.44,275.4,1015.41,75.9,287.55,0.0,291.82,0.52,1015.44,275.4,1015.41,75.9,287.55,0.0,291.82,0.52,1015.44,275.4,1015.41,75.9,287.55,0.0,291.82,0.52,1015.44,275.4,1015.41,75.9,287.55,0.0,291.82,0.52,1015.44,275.4,1015.41,75.9
19,2020040119,shgb,287.3,0.0,291.67,0.53,1015.49,271.44,1015.45,75.41,287.3,0.0,291.67,0.53,1015.49,271.44,1015.45,75.41,287.3,0.0,291.67,0.53,1015.49,271.44,1015.45,75.41,287.3,0.0,291.67,0.53,1015.49,271.44,1015.45,75.41,287.3,0.0,291.67,0.53,1015.49,271.44,1015.45,75.41,287.3,0.0,291.67,0.53,1015.49,271.44,1015.45,75.41
20,2020040120,shgb,287.21,0.0,291.74,0.55,1016.93,272.22,1016.91,74.61,287.21,0.0,291.74,0.55,1016.93,272.22,1016.91,74.61,287.21,0.0,291.74,0.55,1016.93,272.22,1016.91,74.61,287.21,0.0,291.74,0.55,1016.93,272.22,1016.91,74.61,287.21,0.0,291.74,0.55,1016.93,272.22,1016.91,74.61,287.21,0.0,291.74,0.55,1016.93,272.22,1016.91,74.61
21,2020040121,shgb,287.29,0.0,292.46,0.64,1016.67,259.52,1016.62,71.64,287.29,0.0,292.46,0.64,1016.67,259.52,1016.62,71.64,287.29,0.0,292.46,0.64,1016.67,259.52,1016.62,71.64,287.29,0.0,292.46,0.64,1016.67,259.52,1016.62,71.64,287.29,0.0,292.46,0.64,1016.67,259.52,1016.62,71.64,287.29,0.0,292.46,0.64,1016.67,259.52,1016.62,71.64
22,2020040122,shgb,287.29,0.0,292.51,0.65,1016.81,257.25,1016.8,71.43,287.29,0.0,292.51,0.65,1016.81,257.25,1016.8,71.43,287.29,0.0,292.51,0.65,1016.81,257.25,1016.8,71.43,287.29,0.0,292.51,0.65,1016.81,257.25,1016.8,71.43,287.29,0.0,292.51,0.65,1016.81,257.25,1016.8,71.43,287.29,0.0,292.51,0.65,1016.81,257.25,1016.8,71.43
23,2020040123,shgb,287.5,0.0,292.57,0.64,1018.24,256.77,1018.2,72.14,287.5,0.0,292.57,0.64,1018.24,256.77,1018.2,72.14,287.5,0.0,292.57,0.64,1018.24,256.77,1018.2,72.14,287.5,0.0,292.57,0.64,1018.24,256.77,1018.2,72.14,287.5,0.0,292.57,0.64,1018.24,256.77,1018.2,72.14,287.5,0.0,292.57,0.64,1018.24,256.77,1018.2,72.14
24,2020040200,shgb,287.5,0.0,292.35,0.6,1018.66,264.91,1018.71,73.19,287.5,0.0,292.35,0.6,1018.66,264.91,1018.71,73.19,287.5,0.0,292.35,0.6,1018.66,264.91,1018.71,73.19,287.5,0.0,292.35,0.6,1018.66,264.91,1018.71,73.19,287.5,0.0,292.35,0.6,1018.66,264.91,1018.71,73.19,287.5,0.0,292.35,0.6,1018.66,264.91,1018.71,73.19
25,2020040201,shgb,287.79,0.0,292.28,0.56,1017.94,259.75,1017.96,74.91,287.79,0.0,292.28,0.56,1017.94,259.75,1017.96,74.91,287.79,0.0,292.28,0.56,1017.94,259.75,1017.96,74.91,287.79,0.0,292.28,0.56,1017.94,259.75,1017.96,74.91,287.79,0.0,292.28,0.56,1017.94,259.75,1017.96,74.91,287.79,0.0,292.28,0.56,1017.94,259.75,1017.96,74.91
26,2020040202,shgb,288.23,0.0,291.74,0.44,1016.85,270.28,1016.76,79.75,288.23,0.0,291.74,0.44,1016.85,270.28,1016.76,79.75,288.23,0.0,291.74,0.44,1016.85,270.28,1016.76,79.75,288.23,0.0,291.74,0.44,1016.85,270.28,1016.76,79.75,288.23,0.0,291.74,0.44,1016.85,270.28,1016.76,79.75,288.23,0.0,291.74,0.44,1016.85,270.28,1016.76,79.75
27,2020040203,shgb,288.5,0.0,292.3,0.49,1017.67,251.44,1017.62,78.35,288.5,0.0,292.3,0.49,1017.67,251.44,1017.62,78.35,288.5,0.0,292.3,0.49,1017.67,251.44,1017.62,78.35,288.5,0.0,292.3,0.49,1017.67,251.44,1017.62,78.35,288.5,0.0,292.3,0.49,1017.67,251.44,1017.62,78.35,288.5,0.0,292.3,0.49,1017.67,251.44,1017.62,78.35
28,2020040204,shgb,288.31,0.0,292.64,0.56,1017.45,253.2,1017.47,75.74,288.31,0.0,292.64,0.56,1017.45,253.2,1017.47,75.74,288.31,0.0,292.64,0.56,1017.45,253.2,1017.47,75.74,288.31,0.0,292.64,0.56,1017.45,253.2,1017.47,75.74,288.31,0.0,292.64,0.56,1017.45,253.2,1017.47,75.74,288.31,0.0,292.64,0.56,1017.45,253.2,1017.47,75.74
29,2020040205,shgb,288.5,0.0,292.32,0.49,1017.19,245.38,1017.32,78.23,288.5,0.0,292.32,0.49,1017.19,245.38,1017.32,78.23,288.5,0.0,292.32,0.49,1017.19,245.38,1017.32,78.23,288.5,0.0,292.32,0.49,1017.19,245.38,1017.32,78.23,288.5,0.0,292.32,0.49,1017.19,245.38,1017.32,78.23,288.5,0.0,292.32,0.49,1017.19,245.38,1017.32,78.23
30,2020040206,shgb,289.19,82.3,292.38,0.42,1017.43,230.99,1017.44,81.54,289.19,82.3,292.38,0.42,1017.43,230.99,1017.44,81.54,289.19,82.3,292.38,0.42,1017.43,230.99,1017.44,81.54,289.19,82.3,292.38,0.42,1017.43,230.99,1017.44,81.54,289.19,82.3,292.38,0.42,1017.43,230.99,1017.44,81.54,289.19,82.3,292.38,0.42,1017.43,230.99,1017.44,81.54
31,2020040207,shgb,289.2,52.69,292.13,0.38,1017.07,232.17,1017.12,82.88,289.2,52.69,292.13,0.38,1017.07,232.17,1017.12,82.88,289.2,52.69,292.13,0.38,1017.07,232.17,1017.12,82.88,289.2,52.69,292.13,0.38,1017.07,232.17,1017.12,82.88,289.2,52.69,292.13,0.38,1017.07,232.17,1017.12,82.88,289.2,52.69,292.13,0.38,1017.07,232.17,1017.12,82.88
32,2020040208,shgb,289.71,68.03,293.5,0.52,1017.29,239.51,1016.96,78.56,289.71,68.03,293.5,0.52,1017.29,239.51,1016.96,78.56,289.71,68.03,293.5,0.52,1017.29,239.51,1016.96,78.56,289.71,68.03,293.5,0.52,1017.29,239.51,1016.96,78.56,289.71,68.03,293.5,0.52,1017.29,239.51,1016.96,78.56,289.71,68.03,293.5,0.52,1017.29,239.51,1016.96,78.56
33,2020040209,shgb,290.15,351.75,293.92,0.53,1017.37,237.83,1017.24,78.68,290.15,351.75,293.92,0.53,1017.37,237.83,1017.24,78.68,290.15,351.75,293.92,0.53,1017.37,237.83,1017.24,78.68,290.15,351.75,293.92,0.53,1017.37,237.83,1017.24,78.68,290.15,351.75,293.92,0.53,1017.37,237.83,1017.24,78.68,290.15,351.75,293.92,0.53,1017.37,237.83,1017.24,78.68
34,2020040210,shgb,289.35,102.01,293.7,0.59,1017.77,235.98,1017.63,75.84,289.35,102.01,293.7,0.59,1017.77,235.98,1017.63,75.84,289.35,102.01,293.7,0.59,1017.77,235.98,1017.63,75.84,289.35,102.01,293.7,0.59,1017.77,235.98,1017.63,75.84,289.35,102.01,293.7,0.59,1017.77,235.98,1017.63,75.84,289.35,102.01,293.7,0.59,1017.77,235.98,1017.63,75.84
35,2020040211,shgb,290.08,110.02,293.53,0.48,1020.2,243.16,1019.97,80.29,290.08,110.02,293.53,0.48,1020.2,243.16,1019.97,80.29,290.08,110.02,293.53,0.48,1020.2,243.16,1019.97,80.29,290.08,110.02,293.53,0.48,1020.2,243.16,1019.97,80.29,290.08,110.02,293.53,0.48,1020.2,243.16,1019.97,80.29,290.08,110.02,293.53,0.48,1020.2,243.16,1019.97,80.29
36,2020040212,shgb,290.58,63.68,292.87,0.32,1020.04,237.79,1019.99,86.42,290.58,63.68,292.87,0.32,1020.04,237.79,1019.99,86.42,290.58,63.68,292.87,0.32,1020.04,237.79,1019.99,86.42,290.58,63.68,292.87,0.32,1020.04,237.79,1019.99,86.42,290.58,63.68,292.87,0.32,1020.04,237.79,1019.99,86.42,290.58,63.68,292.87,0.32,1020.04,237.79,1019.99,86.42
37,2020040213,shgb,289.28,391.3,296.05,0.98,1018.61,242.44,1018.54,65.16,289.28,391.3,296.05,0.98,1018.61,242.44,1018.54,65.16,289.28,391.3,296.05,0.98,1018.61,242.44,1018.54,65.16,289.28,391.3,296.05,0.98,1018.61,242.44,1018.54,65.16,289.28,391.3,296.05,0.98,1018.61,242.44,1018.54,65.16,289.28,391.3,296.05,0.98,1018.61,242.44,1018.54,65.16
38,2020040214,shgb,289.45,1024.46,297.44,1.21,1016.99,270.66,1016.89,60.53,289.45,1024.46,297.44,1.21,1016.99,270.66,1016.89,60.53,289.45,1024.46,297.44,1.21,1016.99,270.66,1016.89,60.53,289.45,1024.46,297.44,1.21,1016.99,270.66,1016.89,60.53,289.45,1024.46,297.44,1.21,1016.99,270.66,1016.89,60.53,289.45,1024.46,297.44,1.21,1016.99,270.66,1016.89,60.53
39,2020040215,shgb,289.34,334.47,295.56,0.89,1017.86,257.63,1017.81,67.44,289.34,334.47,295.56,0.89,1017.86,257.63,1017.81,67.44,289.34,334.47,295.56,0.89,1017.86,257.63,1017.81,67.44,289.34,334.47,295.56,0.89,1017.86,257.63,1017.81,67.44,289.34,334.47,295.56,0.89,1017.86,257.63,1017.81,67.44,289.34,334.47,295.56,0.89,1017.86,257.63,1017.81,67.44
40,2020040216,shgb,289.27,238.04,294.73,0.76,1018.06,264.05,1017.98,70.72,289.27,238.04,294.73,0.76,1018.06,264.05,1017.98,70.72,289.27,238.04,294.73,0.76,1018.06,264.05,1017.98,70.72,289.27,238.04,294.73,0.76,1018.06,264.05,1017.98,70.72,289.27,238.04,294.73,0.76,1018.06,264.05,1017.98,70.72,289.27,238.04,294.73,0.76,1018.06,264.05,1017.98,70.72
41,2020040217,shgb,289.23,62.18,293.74,0.61,1018.59,270.4,1018.6,75.02,289.23,62.18,293.74,0.61,1018.59,270.4,1018.6,75.02,289.23,62.18,293.74,0.61,1018.59,270.4,1018.6,75.02,289.23,62.18,293.74,0.61,1018.59,270.4,1018.6,75.02,289.23,62.18,293.74,0.61,1018.59,270.4,1018.6,75.02,289.23,62.18,293.74,0.61,1018.59,270.4,1018.6,75.02
42,2020040218,shgb,289.63,0.0,292.57,0.39,1018.13,270.53,1018.14,82.86,289.63,0.0,292.57,0.39,1018.13,270.53,1018.14,82.86,289.63,0.0,292.57,0.39,1018.13,270.53,1018.14,82.86,289.63,0.0,292.57,0.39,1018.13,270.53,1018.14,82.86,289.63,0.0,292.57,0.39,1018.13,270.53,1018.14,82.86,289.63,0.0,292.57,0.39,1018.13,270.53,1018.14,82.86
43,2020040219,shgb,290.3,0.0,292.37,0.28,1017.14,269.39,1017.11,87.61,290.3,0.0,292.37,0.28,1017.14,269.39,1017.11,87.61,290.3,0.0,292.37,0.28,1017.14,269.39,1017.11,87.61,290.3,0.0,292.37,0.28,1017.14,269.39,1017.11,87.61,290.3,0.0,292.37,0.28,1017.14,269.39,1017.11,87.61,290.3,0.0,292.37,0.28,1017.14,269.39,1017.11,87.61
44,2020040220,shgb,289.91,0.0,292.59,0.36,1018.04,269.36,1017.99,84.31,289.91,0.0,292.59,0.36,1018.04,269.36,1017.99,84.31,289.91,0.0,292.59,0.36,1018.04,269.36,1017.99,84.31,289.91,0.0,292.59,0.36,1018.04,269.36,1017.99,84.31,289.91,0.0,292.59,0.36,1018.04,269.36,1017.99,84.31,289.91,0.0,292.59,0.36,1018.04,269.36,1017.99,84.31
45,2020040221,shgb,290.0,0.0,292.47,0.33,1018.01,269.39,1017.95,85.41,290.0,0.0,292.47,0.33,1018.01,269.39,1017.95,85.41,290.0,0.0,292.47,0.33,1018.01,269.39,1017.95,85.41,290.0,0.0,292.47,0.33,1018.01,269.39,1017.95,85.41,290.0,0.0,292.47,0.33,1018.01,269.39,1017.95,85.41,290.0,0.0,292.47,0.33,1018.01,269.39,1017.95,85.41
46,2020040222,shgb,290.17,0.0,292.95,0.38,1018.38,259.6,1018.32,83.75,290.17,0.0,292.95,0.38,1018.38,259.6,1018.32,83.75,290.17,0.0,292.95,0.38,1018.38,259.6,1018.32,83.75,290.17,0.0,292.95,0.38,1018.38,259.6,1018.32,83.75,290.17,0.0,292.95,0.38,1018.38,259.6,1018.32,83.75,290.17,0.0,292.95,0.38,1018.38,259.6,1018.32,83.75
47,2020040223,shgb,290.75,0.0,292.74,0.27,1019.89,233.77,1019.84,88.11,290.75,0.0,292.74,0.27,1019.89,233.77,1019.84,88.11,290.75,0.0,292.74,0.27,1019.89,233.77,1019.84,88.11,290.75,0.0,292.74,0.27,1019.89,233.77,1019.84,88.11,290.75,0.0,292.74,0.27,1019.89,233.77,1019.84,88.11,290.75,0.0,292.74,0.27,1019.89,233.77,1019.84,88.11
48,2020040300,shgb,290.34,0.0,292.42,0.28,1019.27,254.59,1019.33,87.53,290.34,0.0,292.42,0.28,1019.27,254.59,1019.33,87.53,290.34,0.0,292.42,0.28,1019.27,254.59,1019.33,87.53,290.34,0.0,292.42,0.28,1019.27,254.59,1019.33,87.53,290.34,0.0,292.42,0.28,1019.27,254.59,1019.33,87.53,290.34,0.0,292.42,0.28,1019.27,254.59,1019.33,87.53
49,2020040301,shgb,289.24,0.0,292.29,0.4,1019.21,206.81,1019.21,82.27,289.24,0.0,292.29,0.4,1019.21,206.81,1019.21,82.27,289.24,0.0,292.29,0.4,1019.21,206.81,1019.21,82.27,289.24,0.0,292.29,0.4,1019.21,206.81,1019.21,82.27,289.24,0.0,292.29,0.4,1019.21,206.81,1019.21,82.27,289.24,0.0,292.29,0.4,1019.21,206.81,1019.21,82.27
50,2020040302,shgb,288.88,0.0,292.38,0.45,1018.14,256.07,1018.17,79.88,288.88,0.0,292.38,0.45,1018.14,256.07,1018.17,79.88,288.88,0.0,292.38,0.45,1018.14,256.07,1018.17,79.88,288.88,0.0,292.38,0.45,1018.14,256.07,1018.17,79.88,288.88,0.0,292.38,0.45,1018.14,256.07,1018.17,79.88,288.88,0.0,292.38,0.45,1018.14,256.07,1018.17,79.88
51,2020040303,shgb,288.74,0.0,291.77,0.38,1018.09,256.15,1018.16,82.3,288.74,0.0,291.77,0.38,1018.09,256.15,1018.16,82.3,288.74,0.0,291.77,0.38,1018.09,256.15,1018.16,82.3,288.74,0.0,291.77,0.38,1018.09,256.15,1018.16,82.3,288.74,0.0,291.77,0.38,1018.09,256.15,1018.16,82.3,288.74,0.0,291.77,0.38,1018.09,256.15,1018.16,82.3
52,2020040304,shgb,290.11,0.0,291.7,0.21,1018.64,259.99,1018.68,90.29,290.11,0.0,291.7,0.21,1018.64,259.99,1018.68,90.29,290.11,0.0,291.7,0.21,1018.64,259.99,1018.68,90.29,290.11,0.0,291.7,0.21,1018.64,259.99,1018.68,90.29,290.11,0.0,291.7,0.21,1018.64,259.99,1018.68,90.29,290.11,0.0,291.7,0.21,1018.64,259.99,1018.68,90.29
53,2020040305,shgb,289.41,0.0,292.37,0.39,1018.26,252.17,1018.22,82.73,289.41,0.0,292.37,0.39,1018.26,252.17,1018.22,82.73,289.41,0.0,292.37,0.39,1018.26,252.17,1018.22,82.73,289.41,0.0,292.37,0.39,1018.26,252.17,1018.22,82.73,289.41,0.0,292.37,0.39,1018.26,252.17,1018.22,82.73,289.41,0.0,292.37,0.39,1018.26,252.17,1018.22,82.73
54,2020040306,shgb,289.32,183.63,293.24,0.53,1017.83,250.37,1017.67,77.9,289.32,183.63,293.24,0.53,1017.83,250.37,1017.67,77.9,289.32,183.63,293.24,0.53,1017.83,250.37,1017.67,77.9,289.32,183.63,293.24,0.53,1017.83,250.37,1017.67,77.9,289.32,183.63,293.24,0.53,1017.83,250.37,1017.67,77.9,289.32,183.63,293.24,0.53,1017.83,250.37,1017.67,77.9
55,2020040307,shgb,289.27,380.2,296.78,1.11,1016.83,268.33,1016.79,62.26,289.27,380.2,296.78,1.11,1016.83,268.33,1016.79,62.26,289.27,380.2,296.78,1.11,1016.83,268.33,1016.79,62.26,289.27,380.2,296.78,1.11,1016.83,268.33,1016.79,62.26,289.27,380.2,296.78,1.11,1016.83,268.33,1016.79,62.26,289.27,380.2,296.78,1.11,1016.83,268.33,1016.79,62.26
56,2020040308,shgb,288.88,813.87,301.42,2.1,1016.64,272.23,1016.64,45.87,288.88,813.87,301.42,2.1,1016.64,272.23,1016.64,45.87,288.88,813.87,301.42,2.1,1016.64,272.23,1016.64,45.87,288.88,813.87,301.42,2.1,1016.64,272.23,1016.64,45.87,288.88,813.87,301.42,2.1,1016.64,272.23,1016.64,45.87,288.88,813.87,301.42,2.1,1016.64,272.23,1016.64,45.87
57,2020040309,shgb,289.33,866.65,300.54,1.85,1016.52,271.92,1016.51,49.96,289.33,866.65,300.54,1.85,1016.52,271.92,1016.51,49.96,289.33,866.65,300.54,1.85,1016.52,271.92,1016.51,49.96,289.33,866.65,300.54,1.85,1016.52,271.92,1016.51,49.96,289.33,866.65,300.54,1.85,1016.52,271.92,1016.51,49.96,289.33,866.65,300.54,1.85,1016.52,271.92,1016.51,49.96
58,2020040310,shgb,290.33,871.19,300.01,1.62,1016.97,271.96,1016.99,54.86,290.33,871.19,300.01,1.62,1016.97,271.96,1016.99,54.86,290.33,871.19,300.01,1.62,1016.97,271.96,1016.99,54.86,290.33,871.19,300.01,1.62,1016.97,271.96,1016.99,54.86,290.33,871.19,300.01,1.62,1016.97,271.96,1016.99,54.86,290.33,871.19,300.01,1.62,1016.97,271.96,1016.99,54.86
59,2020040311,shgb,290.25,923.92,300.68,1.77,1018.22,273.84,1018.28,52.49,290.25,923.92,300.68,1.77,1018.22,273.84,1018.28,52.49,290.25,923.92,300.68,1.77,1018.22,273.84,1018.28,52.49,290.25,923.92,300.68,1.77,1018.22,273.84,1018.28,52.49,290.25,923.92,300.68,1.77,1018.22,273.84,1018.28,52.49,290.25,923.92,300.68,1.77,1018.22,273.84,1018.28,52.49
60,2020040312,shgb,290.58,908.43,299.95,1.57,1018.03,271.53,1018.08,55.97,290.58,908.43,299.95,1.57,1018.03,271.53,1018.08,55.97,290.58,908.43,299.95,1.57,1018.03,271.53,1018.08,55.97,290.58,908.43,299.95,1.57,1018.03,271.53,1018.08,55.97,290.58,908.43,299.95,1.57,1018.03,271.53,1018.08,55.97,290.58,908.43,299.95,1.57,1018.03,271.53,1018.08,55.97
61,2020040313,shgb,291.28,827.39,299.21,1.32,1016.26,273.08,1016.27,61.19,291.28,827.39,299.21,1.32,1016.26,273.08,1016.27,61.19,291.28,827.39,299.21,1.32,1016.26,273.08,1016.27,61.19,291.28,827.39,299.21,1.32,1016.26,273.08,1016.27,61.19,291.28,827.39,299.21,1.32,1016.26,273.08,1016.27,61.19,291.28,827.39,299.21,1.32,1016.26,273.08,1016.27,61.19
62,2020040314,shgb,290.95,686.83,298.32,1.19,1014.91,274.07,1014.87,63.23,290.95,686.83,298.32,1.19,1014.91,274.07,1014.87,63.23,290.95,686.83,298.32,1.19,1014.91,274.07,1014.87,63.23,290.95,686.83,298.32,1.19,1014.91,274.07,1014.87,63.23,290.95,686.83,298.32,1.19,1014.91,274.07,1014.87,63.23,290.95,686.83,298.32,1.19,1014.91,274.07,1014.87,63.23
63,2020040315,shgb,290.9,496.6,296.95,0.94,1016.05,270.41,1016.02,68.47,290.9,496.6,296.95,0.94,1016.05,270.41,1016.02,68.47,290.9,496.6,296.95,0.94,1016.05,270.41,1016.02,68.47,290.9,496.6,296.95,0.94,1016.05,270.41,1016.02,68.47,290.9,496.6,296.95,0.94,1016.05,270.41,1016.02,68.47,290.9,496.6,296.95,0.94,1016.05,270.41,1016.02,68.47
