,Report_time,GHID,Reportid,TimeID,dsf,swi,tsf,vpd,slp,lwo,psf,rh
0,2020040100,shgb,dsf,f03,292.19,0.00,294.47,0.34,1014.22,253.49,1014.28,86.64
1,2020040101,shgb,dsf,f03,292.85,0.00,293.69,0.13,1014.40,278.12,1014.49,94.86
2,2020040102,shgb,dsf,f03,291.92,0.00,293.40,0.22,1014.64,275.88,1014.68,91.05
3,2020040103,shgb,dsf,f03,290.88,0.00,292.42,0.21,1014.85,281.17,1014.97,90.66
4,2020040104,shgb,dsf,f03,290.65,86.48,293.26,0.36,1015.05,273.56,1015.09,84.70
5,2020040105,shgb,dsf,f03,290.22,497.67,294.92,0.68,1015.41,280.46,1015.45,74.29
6,2020040106,shgb,dsf,f03,290.36,455.61,296.04,0.85,1015.46,277.94,1015.46,69.96
7,2020040107,shgb,dsf,f03,290.32,440.94,296.26,0.89,1015.63,267.96,1015.63,68.81
8,2020040108,shgb,dsf,f03,289.68,873.54,297.58,1.21,1016.13,285.36,1016.16,60.91
9,2020040109,shgb,dsf,f03,289.11,135.01,295.02,0.83,1015.27,263.26,1015.24,68.70
10,2020040110,shgb,dsf,f03,288.91,910.84,298.55,1.49,1014.31,289.40,1014.27,54.65
11,2020040111,shgb,dsf,f03,288.69,830.29,297.93,1.39,1013.97,289.88,1014.02,55.95
12,2020040112,shgb,dsf,f03,288.44,689.15,297.18,1.28,1013.98,289.39,1014.02,57.62
13,2020040113,shgb,dsf,f03,287.53,499.26,295.63,1.11,1014.04,283.67,1013.99,59.71
14,2020040114,shgb,dsf,f03,287.49,280.56,294.36,0.91,1014.42,282.37,1014.42,64.47
15,2020040115,shgb,dsf,f03,287.89,62.21,292.69,0.61,1015.40,278.86,1015.44,73.44
16,2020040116,shgb,dsf,f03,288.04,0.00,291.67,0.45,1015.92,274.49,1015.94,79.14
17,2020040117,shgb,dsf,f03,287.48,0.00,291.33,0.47,1016.36,272.49,1016.42,77.97
18,2020040118,shgb,dsf,f03,287.05,0.00,291.13,0.49,1016.67,263.43,1016.74,76.75
19,2020040119,shgb,dsf,f03,286.66,0.00,291.58,0.59,1016.58,256.59,1016.64,72.71
20,2020040120,shgb,dsf,f03,286.96,0.00,291.70,0.57,1017.31,253.26,1017.38,73.58
21,2020040121,shgb,dsf,f03,287.05,0.00,291.63,0.55,1017.04,261.35,1017.12,74.35
22,2020040122,shgb,dsf,f03,287.05,0.00,291.92,0.59,1016.50,266.54,1016.42,72.97
23,2020040123,shgb,dsf,f03,287.82,0.00,291.92,0.51,1016.75,264.51,1016.79,76.78
24,2020040200,shgb,dsf,f03,287.99,0.00,291.59,0.44,1016.95,271.66,1017.02,79.31
25,2020040201,shgb,dsf,f03,288.55,0.00,291.42,0.36,1016.82,269.54,1016.88,83.10
26,2020040202,shgb,dsf,f03,288.38,0.00,291.52,0.39,1016.93,262.93,1016.98,81.66
27,2020040203,shgb,dsf,f03,288.88,0.00,291.40,0.32,1017.57,270.55,1017.69,85.03
28,2020040204,shgb,dsf,f03,288.98,102.49,293.42,0.59,1017.59,261.05,1017.83,75.30
29,2020040205,shgb,dsf,f03,290.18,402.01,294.54,0.62,1017.89,260.46,1017.80,75.92
30,2020040206,shgb,dsf,f03,290.19,315.00,294.22,0.57,1018.15,251.30,1018.16,77.51
31,2020040207,shgb,dsf,f03,290.37,71.00,293.13,0.38,1018.45,238.96,1018.40,83.91
32,2020040208,shgb,dsf,f03,291.26,50.41,293.26,0.28,1018.53,224.15,1018.50,88.09
33,2020040209,shgb,dsf,f03,291.09,221.62,295.82,0.72,1018.13,251.29,1018.05,74.32
34,2020040210,shgb,dsf,f03,290.59,354.32,296.27,0.86,1017.55,252.67,1017.41,70.04
35,2020040211,shgb,dsf,f03,290.73,205.40,294.70,0.58,1017.57,232.66,1017.46,77.85
36,2020040212,shgb,dsf,f03,290.72,135.83,295.09,0.64,1017.50,258.28,1017.46,75.93
37,2020040213,shgb,dsf,f03,289.94,149.50,295.05,0.73,1017.75,250.85,1017.71,72.39
38,2020040214,shgb,dsf,f03,289.60,276.80,295.77,0.90,1017.33,271.10,1017.32,67.67
39,2020040215,shgb,dsf,f03,289.69,62.50,294.56,0.69,1017.42,271.16,1017.42,73.42
40,2020040216,shgb,dsf,f03,289.66,0.00,293.00,0.45,1017.52,271.52,1017.53,80.81
41,2020040217,shgb,dsf,f03,289.61,0.00,292.45,0.38,1017.54,270.26,1017.57,83.43
42,2020040218,shgb,dsf,f03,289.51,0.00,291.90,0.31,1017.59,269.51,1017.63,85.78
43,2020040219,shgb,dsf,f03,289.98,0.00,291.59,0.21,1017.95,268.70,1017.96,90.21
44,2020040220,shgb,dsf,f03,289.92,0.00,291.76,0.24,1018.63,267.10,1018.65,88.89
45,2020040221,shgb,dsf,f03,290.15,0.00,292.44,0.31,1017.91,266.43,1018.00,86.39
46,2020040222,shgb,dsf,f03,290.04,0.00,292.35,0.31,1017.56,267.92,1017.72,86.26
47,2020040223,shgb,dsf,f03,289.80,0.00,292.04,0.30,1017.59,262.42,1017.70,86.61
48,2020040300,shgb,dsf,f03,290.25,0.00,292.07,0.24,1017.27,254.08,1017.33,89.06
49,2020040301,shgb,dsf,f03,289.10,0.00,291.54,0.31,1017.80,250.05,1017.84,85.50
50,2020040302,shgb,dsf,f03,289.43,0.00,291.97,0.33,1018.14,249.80,1018.18,84.97
51,2020040303,shgb,dsf,f03,290.06,0.00,292.05,0.26,1018.70,244.95,1018.79,88.02
52,2020040304,shgb,dsf,f03,289.53,55.36,292.49,0.39,1018.59,204.81,1018.67,82.76
53,2020040305,shgb,dsf,f03,289.21,321.16,295.12,0.83,1017.71,249.64,1017.68,68.78
54,2020040306,shgb,dsf,f03,288.91,707.77,300.31,1.85,1017.22,272.71,1017.31,49.11
55,2020040307,shgb,dsf,f03,291.83,752.92,300.82,1.59,1016.96,276.27,1017.02,57.59
56,2020040308,shgb,dsf,f03,290.08,870.56,300.17,1.68,1017.30,274.36,1017.32,53.51
57,2020040309,shgb,dsf,f03,290.42,922.95,300.53,1.71,1016.57,275.17,1016.59,53.58
58,2020040310,shgb,dsf,f03,290.99,907.48,299.85,1.50,1016.18,274.04,1016.16,57.81
59,2020040311,shgb,dsf,f03,290.76,826.03,299.10,1.37,1015.94,273.34,1015.98,59.59
60,2020040312,shgb,dsf,f03,290.87,685.08,298.40,1.22,1016.05,273.20,1016.11,62.60
61,2020040313,shgb,dsf,f03,291.11,497.33,296.76,0.88,1016.07,272.06,1016.08,70.23
62,2020040314,shgb,dsf,f03,290.92,344.87,295.33,0.66,1016.64,268.50,1016.67,75.73
63,2020040315,shgb,dsf,f03,290.84,37.41,294.03,0.46,1017.47,262.43,1017.48,81.71
64,2020040316,shgb,dsf,f03,290.84,0.00,293.35,0.35,1018.25,260.98,1018.30,85.26
65,2020040317,shgb,dsf,f03,290.49,0.00,292.93,0.33,1018.65,254.04,1018.70,85.66
66,2020040318,shgb,dsf,f03,289.99,0.00,292.23,0.30,1018.87,254.76,1018.90,86.69
67,2020040319,shgb,dsf,f03,290.10,0.00,292.31,0.30,1018.14,252.87,1018.18,86.85
68,2020040320,shgb,dsf,f03,290.01,0.00,292.04,0.27,1018.66,252.20,1018.77,87.83
69,2020040321,shgb,dsf,f03,290.05,0.00,292.01,0.26,1018.22,246.69,1018.24,88.22
70,2020040322,shgb,dsf,f03,290.06,0.00,291.88,0.24,1018.01,243.87,1018.13,88.98
71,2020040323,shgb,dsf,f03,289.92,0.00,291.64,0.22,1017.90,254.50,1017.93,89.57
72,2020040400,shgb,dsf,f03,289.49,0.00,291.60,0.27,1017.77,256.40,1017.71,87.34
73,2020040401,shgb,dsf,f03,289.16,0.00,291.60,0.31,1018.77,225.26,1018.86,85.47
74,2020040402,shgb,dsf,f03,289.90,0.00,291.66,0.23,1018.52,218.82,1018.50,89.35
75,2020040403,shgb,dsf,f03,289.45,0.00,291.73,0.29,1018.76,245.06,1018.80,86.41
76,2020040404,shgb,dsf,f03,289.40,30.19,291.96,0.33,1018.36,219.62,1018.36,84.87
77,2020040405,shgb,dsf,f03,289.28,394.00,292.99,0.49,1018.40,262.44,1018.28,78.91
78,2020040406,shgb,dsf,f03,288.46,366.00,293.59,0.68,1018.99,227.33,1019.02,72.04
79,2020040407,shgb,dsf,f03,288.49,762.76,297.39,1.32,1018.75,271.48,1018.75,57.06
80,2020040408,shgb,dsf,f03,288.46,879.34,297.76,1.39,1019.47,273.64,1019.42,55.69
81,2020040409,shgb,dsf,f03,288.36,932.17,298.57,1.56,1018.47,275.77,1018.45,52.67
82,2020040410,shgb,dsf,f03,288.07,916.47,298.66,1.60,1017.67,275.44,1017.67,51.43
83,2020040411,shgb,dsf,f03,288.52,833.82,297.39,1.31,1017.23,273.38,1017.28,57.18
84,2020040412,shgb,dsf,f03,288.53,691.56,297.32,1.30,1017.23,272.54,1017.31,57.48
85,2020040413,shgb,dsf,f03,288.99,227.22,294.16,0.71,1017.23,245.53,1017.24,71.98
86,2020040414,shgb,dsf,f03,288.64,238.04,293.79,0.69,1017.32,261.05,1017.32,71.96
87,2020040415,shgb,dsf,f03,288.30,65.09,292.41,0.52,1017.95,263.98,1017.98,76.78
88,2020040416,shgb,dsf,f03,288.07,0.00,291.30,0.40,1018.51,262.67,1018.49,81.20
89,2020040417,shgb,dsf,f03,287.64,0.00,290.65,0.36,1018.81,262.59,1018.84,82.30
90,2020040418,shgb,dsf,f03,287.48,0.00,290.49,0.36,1019.01,262.69,1019.03,82.24
91,2020040419,shgb,dsf,f03,287.30,0.00,290.53,0.38,1019.29,261.67,1019.27,81.08
92,2020040420,shgb,dsf,f03,287.26,0.00,290.22,0.34,1019.46,261.49,1019.44,82.50
93,2020040421,shgb,dsf,f03,286.84,0.00,289.88,0.35,1019.23,260.87,1019.29,82.03
94,2020040422,shgb,dsf,f03,286.46,0.00,289.63,0.36,1018.67,260.99,1018.74,81.28
95,2020040423,shgb,dsf,f03,285.79,0.00,289.62,0.42,1018.43,258.70,1018.50,77.81
96,2020040500,shgb,dsf,f03,285.51,0.00,289.29,0.41,1018.24,259.83,1018.30,78.08
97,2020040501,shgb,dsf,f03,285.03,0.00,289.21,0.44,1018.16,259.70,1018.24,75.98
98,2020040502,shgb,dsf,f03,285.04,0.00,289.12,0.43,1018.44,258.89,1018.53,76.46
99,2020040503,shgb,dsf,f03,284.86,0.00,289.12,0.45,1018.20,257.95,1018.29,75.56
