,Report_time,GHID,Reportid,TimeID,dsf,swi,tsf,vpd,slp,lwo,psf,rh
54,2020040306,shgb,dsf,f05,290.68,777.80,299.36,1.43,1017.25,271.16,1017.27,58.43
55,2020040307,shgb,dsf,f05,291.52,919.68,300.38,1.54,1016.20,274.62,1016.22,57.95
56,2020040308,shgb,dsf,f05,290.78,907.43,299.80,1.51,1015.90,273.50,1015.93,57.26
57,2020040309,shgb,dsf,f05,290.82,826.13,299.02,1.35,1015.90,272.53,1015.93,60.11
58,2020040310,shgb,dsf,f05,291.32,684.01,298.03,1.09,1016.26,271.56,1016.22,65.85
59,2020040311,shgb,dsf,f05,290.42,496.22,296.90,0.99,1016.51,270.56,1016.53,66.61
60,2020040312,shgb,dsf,f05,290.44,288.24,295.24,0.70,1017.26,269.12,1017.24,73.85
61,2020040313,shgb,dsf,f05,290.71,36.83,293.66,0.42,1017.80,264.62,1017.78,82.97
62,2020040314,shgb,dsf,f05,290.50,0.00,293.30,0.39,1018.27,262.17,1018.20,83.70
63,2020040315,shgb,dsf,f05,290.38,0.00,292.92,0.35,1018.75,257.92,1018.70,85.06
64,2020040316,shgb,dsf,f05,290.08,0.00,292.63,0.34,1019.05,253.33,1019.01,84.97
65,2020040317,shgb,dsf,f05,289.65,0.00,291.91,0.30,1019.01,262.35,1018.92,86.53
66,2020040318,shgb,dsf,f05,289.52,0.00,291.97,0.32,1018.56,252.65,1018.58,85.45
67,2020040319,shgb,dsf,f05,290.12,0.00,291.92,0.24,1018.38,261.97,1018.36,89.14
68,2020040320,shgb,dsf,f05,289.85,0.00,291.96,0.28,1018.23,215.66,1018.19,87.35
69,2020040321,shgb,dsf,f05,289.64,0.00,291.99,0.31,1018.11,233.25,1018.07,86.03
70,2020040322,shgb,dsf,f05,289.39,0.00,292.32,0.38,1017.69,221.14,1017.67,82.93
71,2020040323,shgb,dsf,f05,289.50,0.00,292.48,0.39,1017.61,217.58,1017.62,82.65
72,2020040400,shgb,dsf,f05,289.82,0.00,292.81,0.40,1017.98,221.80,1017.92,82.61
73,2020040401,shgb,dsf,f05,289.22,0.00,291.15,0.24,1018.21,237.91,1018.21,88.30
74,2020040402,shgb,dsf,f05,289.60,73.21,292.18,0.34,1018.36,229.30,1018.38,84.77
75,2020040403,shgb,dsf,f05,289.08,325.59,293.32,0.57,1018.91,239.10,1018.88,76.29
76,2020040404,shgb,dsf,f05,288.49,252.12,293.45,0.66,1019.03,264.42,1018.98,72.81
77,2020040405,shgb,dsf,f05,288.77,670.67,295.62,0.97,1019.30,266.69,1019.25,64.77
78,2020040406,shgb,dsf,f05,288.54,1286.32,297.50,1.33,1018.53,272.44,1018.50,56.85
79,2020040407,shgb,dsf,f05,288.90,258.42,295.66,0.96,1017.73,237.41,1017.71,65.17
80,2020040408,shgb,dsf,f05,288.98,917.22,298.22,1.42,1017.51,275.31,1017.50,56.00
81,2020040409,shgb,dsf,f05,288.50,833.73,298.04,1.44,1017.36,274.31,1017.37,54.89
82,2020040410,shgb,dsf,f05,288.79,691.31,297.83,1.36,1017.15,272.59,1017.23,56.65
83,2020040411,shgb,dsf,f05,288.78,543.33,296.53,1.13,1017.56,270.38,1017.60,61.29
84,2020040412,shgb,dsf,f05,288.69,331.16,294.36,0.77,1018.25,260.68,1018.32,69.71
85,2020040413,shgb,dsf,f05,288.56,65.05,292.69,0.54,1017.98,265.27,1017.99,76.73
86,2020040414,shgb,dsf,f05,288.26,0.00,291.49,0.40,1018.30,262.89,1018.28,81.23
87,2020040415,shgb,dsf,f05,288.16,0.00,291.18,0.37,1018.86,262.70,1018.88,82.30
88,2020040416,shgb,dsf,f05,287.79,0.00,290.96,0.38,1019.47,262.37,1019.49,81.47
89,2020040417,shgb,dsf,f05,287.44,0.00,290.65,0.38,1019.43,262.70,1019.43,81.23
90,2020040418,shgb,dsf,f05,286.87,0.00,290.32,0.40,1019.06,262.01,1019.06,79.90
91,2020040419,shgb,dsf,f05,287.44,0.00,290.70,0.39,1018.68,250.93,1018.71,80.92
92,2020040420,shgb,dsf,f05,286.57,0.00,290.12,0.40,1018.39,260.15,1018.45,79.38
93,2020040421,shgb,dsf,f05,286.34,0.00,290.06,0.42,1018.38,260.03,1018.41,78.45
94,2020040422,shgb,dsf,f05,286.20,0.00,289.75,0.40,1018.32,259.81,1018.33,79.30
95,2020040423,shgb,dsf,f05,285.48,0.00,289.92,0.49,1018.42,260.30,1018.44,74.76
96,2020040500,shgb,dsf,f05,285.18,0.00,289.62,0.48,1018.81,260.21,1018.84,74.74
97,2020040501,shgb,dsf,f05,284.73,0.00,289.02,0.45,1018.67,257.94,1018.74,75.42
98,2020040502,shgb,dsf,f05,284.91,163.65,290.86,0.66,1018.74,257.74,1018.78,67.76
99,2020040503,shgb,dsf,f05,285.08,387.80,293.63,1.04,1018.76,259.70,1018.75,57.51
100,2020040504,shgb,dsf,f05,285.47,595.61,296.09,1.40,1018.97,262.08,1018.94,50.66
101,2020040505,shgb,dsf,f05,285.85,764.19,297.70,1.65,1018.88,264.20,1018.85,47.08
102,2020040506,shgb,dsf,f05,285.87,878.96,298.62,1.83,1018.21,264.70,1018.23,44.59
103,2020040507,shgb,dsf,f05,286.27,931.47,298.68,1.80,1017.58,264.51,1017.62,45.61
104,2020040508,shgb,dsf,f05,286.07,915.06,298.43,1.77,1017.14,263.85,1017.19,45.69
105,2020040509,shgb,dsf,f05,286.00,951.32,298.19,1.73,1016.81,263.46,1016.83,46.17
106,2020040510,shgb,dsf,f05,286.23,715.85,296.06,1.32,1016.85,242.97,1016.86,53.41
107,2020040511,shgb,dsf,f05,286.76,127.76,293.32,0.82,1017.57,230.50,1017.58,65.54
108,2020040512,shgb,dsf,f05,287.45,29.32,291.83,0.54,1018.33,217.48,1018.34,75.36
109,2020040513,shgb,dsf,f05,288.33,16.88,291.80,0.43,1018.05,226.02,1018.14,80.01
110,2020040514,shgb,dsf,f05,288.65,0.00,290.83,0.27,1018.46,216.82,1018.47,86.86
111,2020040515,shgb,dsf,f05,288.26,0.00,290.49,0.27,1019.00,215.75,1019.12,86.58
112,2020040516,shgb,dsf,f05,288.05,0.00,290.28,0.27,1018.67,213.94,1018.73,86.56
113,2020040517,shgb,dsf,f05,288.33,0.00,290.41,0.25,1018.96,213.57,1019.02,87.42
114,2020040518,shgb,dsf,f05,288.13,0.00,290.47,0.28,1018.89,217.84,1018.89,85.94
115,2020040519,shgb,dsf,f05,288.13,0.00,290.44,0.28,1018.62,218.06,1018.66,86.13
116,2020040520,shgb,dsf,f05,287.86,0.00,290.46,0.31,1018.42,222.89,1018.51,84.50
117,2020040521,shgb,dsf,f05,287.40,0.00,290.20,0.33,1018.39,228.00,1018.58,83.38
118,2020040522,shgb,dsf,f05,287.52,0.00,290.45,0.35,1018.34,224.03,1018.47,82.70
119,2020040523,shgb,dsf,f05,287.29,0.00,290.09,0.33,1018.45,229.92,1018.50,83.32
120,2020040600,shgb,dsf,f05,286.96,0.00,290.07,0.36,1018.51,232.03,1018.61,81.67
121,2020040601,shgb,dsf,f05,286.56,0.00,290.33,0.43,1018.34,222.80,1018.43,78.27
122,2020040602,shgb,dsf,f05,286.63,41.12,290.82,0.49,1018.32,227.72,1018.48,76.16
123,2020040603,shgb,dsf,f05,287.37,84.91,291.23,0.46,1018.38,230.66,1018.41,77.90
124,2020040604,shgb,dsf,f05,287.99,95.07,291.31,0.41,1018.54,227.79,1018.66,80.72
125,2020040605,shgb,dsf,f05,287.69,124.83,292.78,0.65,1018.49,219.64,1018.56,72.05
126,2020040606,shgb,dsf,f05,288.26,485.07,294.44,0.83,1017.64,244.01,1017.72,67.46
127,2020040607,shgb,dsf,f05,288.36,659.92,296.13,1.10,1017.29,223.86,1017.33,61.15
128,2020040608,shgb,dsf,f05,288.09,124.93,292.39,0.54,1016.70,214.46,1016.80,75.86
129,2020040609,shgb,dsf,f05,288.08,152.89,292.92,0.62,1016.23,223.21,1016.31,73.27
130,2020040610,shgb,dsf,f05,288.55,111.06,292.64,0.53,1015.96,218.84,1016.03,76.94
131,2020040611,shgb,dsf,f05,289.11,127.10,292.24,0.41,1016.42,204.40,1016.48,81.85
132,2020040612,shgb,dsf,f05,288.85,80.25,292.38,0.46,1016.55,222.31,1016.56,79.72
133,2020040613,shgb,dsf,f05,289.33,6.95,291.48,0.27,1016.15,214.76,1016.25,87.11
134,2020040614,shgb,dsf,f05,289.12,0.00,291.02,0.24,1015.74,207.10,1015.66,88.49
135,2020040615,shgb,dsf,f05,289.27,0.00,291.26,0.25,1016.07,209.22,1015.96,88.00
136,2020040616,shgb,dsf,f05,289.31,0.00,291.09,0.23,1016.64,210.83,1016.49,89.18
137,2020040617,shgb,dsf,f05,289.57,0.00,291.29,0.22,1016.50,201.33,1016.55,89.57
138,2020040618,shgb,dsf,f05,289.68,0.00,291.24,0.20,1016.32,195.27,1016.33,90.45
139,2020040619,shgb,dsf,f05,288.62,0.00,290.56,0.24,1015.74,196.55,1015.72,88.22
140,2020040620,shgb,dsf,f05,289.23,0.00,290.65,0.18,1015.56,196.89,1015.57,91.28
141,2020040621,shgb,dsf,f05,288.92,0.00,290.43,0.19,1015.48,210.85,1015.41,90.69
142,2020040622,shgb,dsf,f05,288.86,0.00,290.72,0.23,1015.06,204.51,1014.93,88.67
143,2020040623,shgb,dsf,f05,289.00,0.00,290.86,0.23,1014.97,186.41,1014.91,88.73
144,2020040700,shgb,dsf,f05,289.06,0.00,290.90,0.23,1015.52,207.87,1015.40,88.78
145,2020040701,shgb,dsf,f05,288.77,0.00,290.81,0.25,1015.48,212.25,1015.53,87.68
146,2020040702,shgb,dsf,f05,288.52,15.55,291.13,0.32,1015.80,247.10,1015.85,84.52
147,2020040703,shgb,dsf,f05,288.74,35.38,290.91,0.27,1016.24,253.85,1016.13,86.92
148,2020040704,shgb,dsf,f05,288.04,91.10,291.58,0.44,1016.31,257.52,1016.32,79.61
149,2020040705,shgb,dsf,f05,288.05,394.14,292.56,0.57,1016.03,239.48,1015.99,74.83
150,2020040706,shgb,dsf,f05,287.75,293.54,292.55,0.60,1015.63,232.82,1015.66,73.47
151,2020040707,shgb,dsf,f05,288.06,1088.07,296.61,1.22,1014.61,274.25,1014.69,58.23
152,2020040708,shgb,dsf,f05,287.79,822.92,295.51,1.06,1014.48,248.25,1014.57,61.29
153,2020040709,shgb,dsf,f05,287.51,911.44,296.04,1.18,1014.25,272.29,1014.39,58.17
154,2020040710,shgb,dsf,f05,287.27,823.84,295.36,1.09,1014.16,272.49,1014.22,59.71
155,2020040711,shgb,dsf,f05,287.03,490.12,293.99,0.90,1014.42,250.66,1014.62,64.02
156,2020040712,shgb,dsf,f05,286.99,68.18,292.54,0.69,1014.03,236.76,1014.16,69.87
157,2020040713,shgb,dsf,f05,286.35,46.38,292.21,0.70,1014.63,248.56,1014.72,68.45
158,2020040714,shgb,dsf,f05,286.51,0.00,291.36,0.57,1014.63,264.59,1014.73,72.98
159,2020040715,shgb,dsf,f05,286.11,0.00,291.47,0.63,1015.14,254.18,1015.21,70.61
160,2020040716,shgb,dsf,f05,286.08,0.00,291.29,0.60,1015.65,249.32,1015.74,71.28
161,2020040717,shgb,dsf,f05,285.94,0.00,290.23,0.48,1015.62,265.92,1015.71,75.60
162,2020040718,shgb,dsf,f05,285.30,0.00,289.73,0.48,1015.49,265.15,1015.56,74.81
163,2020040719,shgb,dsf,f05,286.09,0.00,289.67,0.40,1015.29,264.78,1015.36,79.15
164,2020040720,shgb,dsf,f05,286.00,0.00,289.70,0.41,1015.28,265.90,1015.36,78.52
165,2020040721,shgb,dsf,f05,285.78,0.00,289.64,0.42,1015.03,266.19,1015.14,77.66
166,2020040722,shgb,dsf,f05,285.75,0.00,289.65,0.43,1014.85,266.91,1014.95,77.46
167,2020040723,shgb,dsf,f05,285.75,0.00,289.61,0.42,1014.91,267.64,1015.01,77.68
168,2020040800,shgb,dsf,f05,285.82,0.00,289.65,0.42,1015.38,267.66,1015.51,77.83
169,2020040801,shgb,dsf,f05,285.65,0.00,289.52,0.42,1015.79,266.88,1015.91,77.59
170,2020040802,shgb,dsf,f05,285.48,175.77,291.46,0.69,1016.05,268.05,1016.15,67.72
171,2020040803,shgb,dsf,f05,285.52,402.10,294.15,1.07,1016.09,272.09,1016.16,57.33
172,2020040804,shgb,dsf,f05,285.97,611.44,296.53,1.43,1016.06,276.09,1016.13,50.99
173,2020040805,shgb,dsf,f05,286.54,781.46,297.72,1.58,1015.73,279.09,1015.81,49.27
174,2020040806,shgb,dsf,f05,287.04,896.39,298.38,1.66,1015.18,280.40,1015.29,48.89
175,2020040807,shgb,dsf,f05,287.20,948.55,298.75,1.72,1014.94,280.42,1015.06,48.31
176,2020040808,shgb,dsf,f05,287.49,931.44,298.72,1.68,1014.84,280.65,1014.98,49.34
177,2020040809,shgb,dsf,f05,287.49,846.55,298.49,1.63,1014.78,279.26,1014.87,50.03
178,2020040810,shgb,dsf,f05,287.50,702.12,297.91,1.52,1014.78,277.99,1014.85,51.83
179,2020040811,shgb,dsf,f05,287.66,510.63,296.95,1.33,1014.69,276.16,1014.76,55.53
180,2020040812,shgb,dsf,f05,287.96,290.13,295.73,1.08,1015.63,274.96,1015.71,61.00
181,2020040813,shgb,dsf,f05,288.55,108.08,294.76,0.85,1015.45,272.42,1015.56,67.34
182,2020040814,shgb,dsf,f05,289.11,0.00,294.10,0.68,1015.82,248.12,1015.89,72.80
183,2020040815,shgb,dsf,f05,289.32,0.00,293.80,0.61,1016.45,245.09,1016.50,75.17
184,2020040816,shgb,dsf,f05,289.01,0.00,293.35,0.58,1016.78,256.68,1016.81,75.78
185,2020040817,shgb,dsf,f05,288.82,0.00,293.11,0.57,1017.18,245.88,1017.22,75.99
186,2020040818,shgb,dsf,f05,288.46,0.00,292.51,0.52,1016.85,245.42,1016.84,77.09
187,2020040819,shgb,dsf,f05,288.46,0.00,292.11,0.46,1016.54,245.03,1016.59,79.08
188,2020040820,shgb,dsf,f05,288.39,0.00,291.92,0.45,1016.30,258.05,1016.32,79.67
189,2020040821,shgb,dsf,f05,288.25,0.00,292.39,0.53,1016.23,247.61,1016.28,76.63
190,2020040822,shgb,dsf,f05,288.34,0.00,291.45,0.39,1016.08,266.31,1016.16,81.84
191,2020040823,shgb,dsf,f05,288.27,0.00,291.67,0.42,1016.52,261.96,1016.52,80.34
192,2020040900,shgb,dsf,f05,288.14,0.00,290.79,0.32,1016.67,266.75,1016.71,84.25
193,2020040901,shgb,dsf,f05,288.05,0.00,291.07,0.37,1016.62,266.55,1016.73,82.25
194,2020040902,shgb,dsf,f05,287.94,177.89,293.48,0.72,1016.51,267.66,1016.63,70.08
195,2020040903,shgb,dsf,f05,287.98,402.85,295.92,1.11,1016.82,269.96,1016.94,60.38
196,2020040904,shgb,dsf,f05,287.63,611.28,298.16,1.56,1016.82,272.45,1017.00,51.48
197,2020040905,shgb,dsf,f05,287.80,781.45,299.33,1.77,1016.66,274.83,1016.83,48.52
198,2020040906,shgb,dsf,f05,288.68,896.41,299.78,1.76,1016.12,276.78,1016.24,50.08
199,2020040907,shgb,dsf,f05,289.21,948.29,299.64,1.67,1015.53,277.89,1015.63,52.23
200,2020040908,shgb,dsf,f05,288.90,933.77,299.69,1.72,1015.23,278.82,1015.36,51.03
201,2020040909,shgb,dsf,f05,288.93,851.67,299.36,1.65,1015.17,279.06,1015.22,52.15
202,2020040910,shgb,dsf,f05,288.97,708.47,298.93,1.56,1015.15,278.55,1015.23,53.64
203,2020040911,shgb,dsf,f05,289.32,516.61,297.98,1.33,1015.63,277.14,1015.70,58.11
204,2020040912,shgb,dsf,f05,289.69,295.54,296.82,1.07,1015.98,276.58,1016.06,63.82
205,2020040913,shgb,dsf,f05,289.28,73.91,295.11,0.82,1015.99,275.68,1016.07,69.10
206,2020040914,shgb,dsf,f05,289.50,0.00,293.74,0.58,1016.53,273.77,1016.58,76.33
207,2020040915,shgb,dsf,f05,288.85,0.00,293.40,0.61,1016.72,273.11,1016.73,74.79
208,2020040916,shgb,dsf,f05,288.57,0.00,292.31,0.48,1017.24,272.70,1017.23,78.65
209,2020040917,shgb,dsf,f05,287.76,0.00,291.61,0.47,1017.55,272.12,1017.54,77.99
210,2020040918,shgb,dsf,f05,287.75,0.00,290.34,0.31,1017.52,270.42,1017.52,84.56
211,2020040919,shgb,dsf,f05,287.42,0.00,289.74,0.27,1017.18,268.88,1017.23,85.98
212,2020040920,shgb,dsf,f05,287.12,0.00,289.59,0.28,1017.25,269.21,1017.35,85.16
213,2020040921,shgb,dsf,f05,286.88,0.00,289.36,0.28,1017.51,268.32,1017.57,85.10
214,2020040922,shgb,dsf,f05,286.14,0.00,289.20,0.33,1017.59,268.14,1017.58,81.86
215,2020040923,shgb,dsf,f05,285.65,0.00,289.15,0.38,1017.74,267.81,1017.71,79.47
216,2020041000,shgb,dsf,f05,285.46,0.00,289.09,0.39,1018.27,267.39,1018.20,78.81
217,2020041001,shgb,dsf,f05,285.61,0.00,289.06,0.37,1018.25,266.61,1018.20,79.74
218,2020041002,shgb,dsf,f05,285.55,185.92,293.07,0.91,1018.29,268.64,1018.26,61.44
219,2020041003,shgb,dsf,f05,285.54,414.23,296.90,1.53,1018.38,273.54,1018.37,48.41
220,2020041004,shgb,dsf,f05,286.40,624.31,299.21,1.89,1018.38,277.38,1018.35,44.59
221,2020041005,shgb,dsf,f05,286.87,794.41,299.45,1.89,1018.18,278.87,1018.16,45.34
222,2020041006,shgb,dsf,f05,287.37,908.37,299.80,1.91,1017.66,278.89,1017.68,45.87
223,2020041007,shgb,dsf,f05,287.41,958.70,299.92,1.93,1017.37,277.61,1017.40,45.69
224,2020041008,shgb,dsf,f05,286.94,939.56,300.28,2.06,1017.03,277.31,1017.07,43.34
225,2020041009,shgb,dsf,f05,286.66,854.40,300.24,2.08,1016.58,276.55,1016.67,42.66
226,2020041010,shgb,dsf,f05,286.69,709.68,299.91,2.01,1016.27,276.08,1016.34,43.59
227,2020041011,shgb,dsf,f05,287.00,516.77,299.21,1.83,1016.52,274.26,1016.61,46.43
228,2020041012,shgb,dsf,f05,287.29,294.78,298.77,1.71,1016.42,273.96,1016.46,48.60
229,2020041013,shgb,dsf,f05,288.79,73.71,297.15,1.23,1016.25,271.31,1016.34,59.10
230,2020041014,shgb,dsf,f05,290.27,0.00,295.29,0.73,1016.48,269.09,1016.53,72.85
231,2020041015,shgb,dsf,f05,289.96,0.00,294.36,0.62,1017.00,267.66,1016.99,75.65
232,2020041016,shgb,dsf,f05,288.62,0.00,293.58,0.66,1017.17,265.85,1017.16,72.80
233,2020041017,shgb,dsf,f05,288.11,0.00,293.09,0.64,1017.12,264.62,1017.14,72.69
234,2020041018,shgb,dsf,f05,288.37,0.00,292.55,0.54,1016.86,264.40,1016.91,76.46
235,2020041019,shgb,dsf,f05,289.27,0.00,291.12,0.23,1016.44,261.21,1016.46,88.84
236,2020041020,shgb,dsf,f05,288.97,0.00,290.72,0.22,1016.36,260.38,1016.40,89.32
237,2020041021,shgb,dsf,f05,288.47,0.00,290.65,0.27,1015.97,259.62,1016.04,86.86
238,2020041022,shgb,dsf,f05,288.20,0.00,290.47,0.27,1015.61,259.90,1015.73,86.39
239,2020041023,shgb,dsf,f05,288.17,0.00,290.74,0.31,1015.52,259.54,1015.63,84.67
240,2020041100,shgb,dsf,f05,287.76,0.00,290.89,0.38,1016.23,260.00,1016.33,81.66
241,2020041101,shgb,dsf,f05,287.86,0.27,290.76,0.35,1015.89,257.23,1016.07,82.87
242,2020041102,shgb,dsf,f05,287.97,182.71,294.20,0.83,1015.89,259.15,1015.98,67.13
243,2020041103,shgb,dsf,f05,289.08,404.72,296.85,1.15,1016.14,261.78,1016.22,61.23
244,2020041104,shgb,dsf,f05,290.51,707.81,298.77,1.34,1016.01,263.91,1016.08,59.82
245,2020041105,shgb,dsf,f05,291.46,775.41,299.35,1.33,1015.87,263.06,1015.95,61.34
246,2020041106,shgb,dsf,f05,291.05,886.65,299.73,1.46,1015.12,263.32,1015.20,58.45
247,2020041107,shgb,dsf,f05,291.21,415.26,296.85,0.88,1014.91,225.80,1015.03,70.28
248,2020041108,shgb,dsf,f05,291.52,431.41,296.85,0.84,1014.43,228.12,1014.55,71.71
249,2020041109,shgb,dsf,f05,291.22,292.27,296.50,0.82,1013.93,234.22,1014.01,71.83
250,2020041110,shgb,dsf,f05,290.65,884.32,298.52,1.27,1013.18,255.37,1013.28,61.27
251,2020041111,shgb,dsf,f05,290.76,778.86,297.89,1.13,1013.35,265.62,1013.40,64.10
252,2020041112,shgb,dsf,f05,291.64,40.96,294.68,0.45,1013.44,239.50,1013.52,82.58
253,2020041113,shgb,dsf,f05,290.92,12.70,294.82,0.57,1013.50,237.59,1013.51,78.15
254,2020041114,shgb,dsf,f05,291.19,0.00,294.04,0.41,1013.58,237.56,1013.50,83.51
255,2020041115,shgb,dsf,f05,290.95,0.00,293.66,0.38,1013.89,235.53,1013.84,84.23
256,2020041116,shgb,dsf,f05,291.13,0.00,293.45,0.33,1014.07,217.22,1014.08,86.29
257,2020041117,shgb,dsf,f05,291.07,0.00,293.12,0.29,1014.42,223.65,1014.49,87.80
258,2020041118,shgb,dsf,f05,291.19,0.00,292.80,0.22,1014.24,233.65,1014.40,90.29
259,2020041119,shgb,dsf,f05,291.04,0.00,292.34,0.18,1014.39,207.02,1014.40,92.04
260,2020041120,shgb,dsf,f05,291.05,0.00,292.52,0.20,1014.27,219.28,1014.21,91.04
261,2020041121,shgb,dsf,f05,290.26,0.00,292.14,0.25,1013.57,236.49,1013.76,88.71
262,2020041122,shgb,dsf,f05,287.87,0.00,291.50,0.45,1013.44,262.89,1013.56,79.14
263,2020041123,shgb,dsf,f05,287.42,0.00,290.33,0.34,1013.52,266.72,1013.59,82.82
264,2020041200,shgb,dsf,f05,286.75,0.00,289.72,0.34,1013.84,264.67,1014.00,82.39
265,2020041201,shgb,dsf,f05,286.69,1.64,290.07,0.39,1014.29,262.35,1014.26,80.25
266,2020041202,shgb,dsf,f05,285.63,192.87,290.81,0.59,1014.54,264.59,1014.60,71.33
