,dsf,lwo,psf,rh,slp,swi,tsf,vpd
124,283.34,264.92,1005.39,83.31,1017.01,0.0,286.07,0.25
125,281.18,263.08,958.99,77.43,1016.91,0.0,284.96,0.32
126,282.1,265.9,1017.14,68.05,1017.03,0.0,287.87,0.54
127,283.2,264.7,1005.25,83.68,1016.92,0.0,285.86,0.24
128,280.84,263.46,958.87,75.71,1016.77,0.0,284.95,0.34
129,281.95,265.69,1017.67,67.01,1017.59,0.0,287.95,0.56
130,282.79,264.66,1005.85,81.78,1017.54,0.0,285.79,0.27
131,280.63,262.89,959.41,75.99,1017.48,0.0,284.68,0.33
132,281.94,265.02,1018.43,68.01,1018.38,0.0,287.71,0.54
133,282.44,263.5,1006.7,82.45,1018.44,0.0,285.31,0.25
134,280.4,262.15,960.14,75.61,1018.3,0.0,284.52,0.33
135,281.4,264.52,1019.52,63.36,1019.52,93.67,288.23,0.64
136,282.59,263.41,1007.79,77.19,1019.63,95.69,286.46,0.35
137,280.17,262.16,961.26,68.02,1019.55,99.5,285.87,0.48
138,279.88,267.92,1019.92,47.75,1019.91,322.09,290.99,1.08
139,282.52,267.8,1008.07,61.61,1019.83,323.16,289.85,0.74
140,280.71,267.22,961.83,61.53,1019.94,330.46,287.95,0.66
141,280.64,272.75,1019.96,43.63,1020.0,546.08,293.25,1.34
142,281.17,273.6,1008.07,47.59,1019.72,546.29,292.44,1.19
143,281.51,273.89,961.86,57.66,1019.72,556.94,289.8,0.81
144,280.5,276.1,1019.61,39.3,1019.64,730.29,294.77,1.59
145,281.24,278.12,1007.64,40.94,1019.18,729.45,294.92,1.56
146,281.04,278.13,961.57,49.3,1019.15,740.99,291.74,1.1
147,280.5,278.37,1019.02,36.32,1019.02,859.78,296.05,1.8
148,281.32,281.66,1006.94,37.8,1018.45,857.88,296.3,1.78
149,281.27,281.13,961.04,46.14,1018.34,868.62,293.04,1.27
150,280.66,280.12,1018.61,35.86,1018.57,922.6,296.45,1.86
151,280.98,283.92,1006.41,34.63,1017.83,920.3,297.34,2.0
152,280.92,283.19,960.66,42.19,1017.7,930.0,294.08,1.45
153,281.0,280.58,1017.36,37.33,1017.3,914.33,296.18,1.78
154,280.53,285.92,1004.99,32.3,1016.36,911.4,297.97,2.15
155,280.49,284.5,959.28,39.73,1016.17,919.58,294.57,1.56
156,281.72,280.68,1016.88,40.27,1016.83,835.71,295.74,1.66
157,280.41,287.17,1004.3,31.64,1015.69,832.63,298.17,2.19
158,280.81,285.12,958.74,40.6,1015.62,839.73,294.57,1.53
159,282.54,278.1,1017.0,43.45,1016.94,683.05,295.4,1.54
160,282.51,284.29,1004.43,37.47,1015.84,682.16,297.75,1.96
161,282.95,281.46,958.96,50.31,1016.03,688.41,293.48,1.2
162,282.96,277.21,1017.06,46.4,1017.07,491.14,294.8,1.4
163,282.43,282.7,1004.65,38.88,1016.14,489.43,297.06,1.84
164,282.68,279.26,959.19,52.03,1016.44,494.12,292.66,1.1
165,283.15,276.97,1017.32,49.6,1017.34,267.12,293.93,1.25
166,282.35,281.66,1004.89,41.58,1016.45,264.59,295.89,1.63
167,282.27,277.64,959.49,53.86,1016.83,267.34,291.68,1.0
168,283.48,273.93,1017.88,57.34,1017.91,45.05,291.98,0.94
169,282.32,275.97,1005.96,49.97,1017.58,42.88,292.91,1.17
170,282.97,273.22,960.27,63.82,1017.92,42.37,289.77,0.69
171,283.34,270.45,1018.8,64.29,1018.85,0.0,290.05,0.7
172,282.57,270.58,1007.13,63.15,1018.86,0.0,289.51,0.69
173,282.93,269.58,961.14,70.31,1019.03,0.0,288.24,0.52
174,283.4,268.98,1019.57,69.02,1019.62,0.0,289.01,0.56
175,283.33,268.16,1007.91,73.63,1019.68,0.0,287.94,0.45
176,282.7,266.59,961.78,75.85,1019.66,0.0,286.83,0.38
177,282.79,268.1,1019.43,69.29,1019.46,0.0,288.31,0.54
178,283.49,267.59,1007.66,76.17,1019.46,0.0,287.58,0.4
179,281.34,265.56,961.54,73.44,1019.51,0.0,285.92,0.4
180,282.79,267.45,1019.66,70.39,1019.67,0.0,288.07,0.51
181,283.04,267.1,1007.87,74.03,1019.63,0.0,287.56,0.43
182,280.82,265.05,961.77,71.57,1019.77,0.0,285.78,0.42
183,282.65,266.53,1019.97,70.12,1019.98,0.0,287.99,0.51
184,282.65,266.45,1008.14,71.9,1019.87,0.0,287.61,0.47
185,280.37,263.93,962.09,69.58,1020.01,0.0,285.73,0.45
186,282.77,264.98,1020.39,71.48,1020.37,0.0,287.82,0.48
187,282.52,265.63,1008.43,70.81,1020.18,0.0,287.7,0.49
188,279.95,262.76,962.38,67.81,1020.33,0.0,285.69,0.47
189,282.59,263.81,1019.43,72.11,1019.36,0.0,287.5,0.46
190,282.15,265.68,1007.5,67.82,1019.2,0.0,287.98,0.55
191,279.79,262.29,961.41,66.75,1019.21,0.0,285.76,0.49
192,281.96,263.61,1018.96,70.62,1018.87,0.0,287.16,0.48
193,281.76,265.39,1007.12,67.56,1018.8,0.0,287.63,0.54
194,279.61,262.16,960.96,66.65,1018.75,0.0,285.58,0.49
195,281.23,263.54,1019.33,69.84,1019.23,0.0,286.57,0.47
196,280.46,263.31,1007.33,68.15,1019.01,0.0,286.14,0.48
197,278.47,261.29,961.12,64.96,1019.0,0.0,284.79,0.49
198,280.76,263.36,1019.42,68.78,1019.33,0.0,286.31,0.48
199,280.06,263.24,1007.48,67.74,1019.19,0.0,285.82,0.48
200,277.96,261.39,961.32,63.72,1019.28,0.0,284.54,0.49
201,280.27,263.44,1019.14,67.28,1019.09,0.0,286.14,0.5
202,279.56,263.38,1007.25,66.39,1019.02,0.0,285.6,0.49
203,277.12,261.29,960.99,60.75,1018.96,0.0,284.37,0.53
204,279.87,263.05,1020.07,66.31,1020.07,0.0,285.95,0.5
205,279.13,262.82,1008.19,65.18,1020.04,0.0,285.42,0.5
206,276.61,260.57,961.94,59.36,1020.0,0.0,284.18,0.54
207,279.49,262.77,1021.29,55.94,1021.33,100.58,288.13,0.76
208,278.9,262.54,1009.47,57.37,1021.37,103.78,287.11,0.69
209,276.75,260.55,963.18,53.9,1021.35,108.92,285.77,0.68
210,278.44,268.87,1021.48,39.11,1021.52,333.83,292.56,1.39
211,279.36,268.1,1009.71,47.09,1021.57,338.4,290.66,1.07
212,277.64,266.84,963.4,45.22,1021.45,345.87,289.41,1.02
213,279.05,273.94,1021.56,33.71,1021.65,558.32,295.62,1.83
214,278.85,273.49,1010.02,38.09,1021.78,561.88,293.43,1.49
215,278.78,273.31,963.69,43.86,1021.48,568.13,291.12,1.17
216,279.06,277.55,1021.24,31.42,1021.31,741.11,296.82,2.03
217,280.05,278.55,1009.55,36.04,1021.19,744.0,295.65,1.76
218,278.49,277.33,963.59,39.35,1021.08,751.88,292.52,1.38
219,279.03,278.33,1020.58,30.61,1020.63,866.72,297.21,2.1
220,279.88,281.28,1008.74,32.54,1020.26,869.04,297.11,2.03
221,278.45,278.98,962.96,36.94,1020.27,877.48,293.48,1.52
222,279.38,278.24,1020.11,30.73,1020.1,926.24,297.55,2.14
223,279.46,282.43,1008.06,29.54,1019.49,926.66,298.23,2.27
224,278.11,280.0,962.43,34.23,1019.54,935.25,294.31,1.67
225,279.31,278.35,1018.94,30.41,1018.88,914.85,297.63,2.16
226,280.03,283.21,1006.67,29.74,1018.05,914.35,298.76,2.34
227,278.43,280.23,961.2,34.12,1018.13,921.17,294.72,1.72
228,279.0,277.35,1018.97,29.97,1018.91,833.85,297.52,2.16
229,280.54,282.22,1006.59,30.75,1018.01,830.92,298.79,2.31
230,279.26,278.86,961.2,35.93,1018.11,835.83,294.82,1.68
231,279.29,274.95,1018.99,30.68,1018.96,682.81,297.45,2.13
232,282.9,278.93,1006.74,36.75,1018.2,678.69,298.51,2.07
233,281.51,276.41,961.3,41.69,1018.13,683.93,294.92,1.54
234,279.52,273.4,1019.02,32.08,1018.98,487.8,296.98,2.03
235,283.09,276.59,1007.02,39.66,1018.48,485.47,297.47,1.86
236,281.46,273.85,961.51,44.37,1018.56,489.48,293.87,1.38
237,280.26,268.31,1018.98,36.14,1018.98,260.54,295.86,1.78
238,282.9,270.39,1007.12,42.02,1018.66,259.5,296.32,1.66
239,280.88,268.48,961.63,46.12,1018.9,262.21,292.62,1.23
240,281.45,267.81,1019.49,43.2,1019.49,44.33,294.3,1.44
241,282.5,261.69,1007.79,47.64,1019.38,41.85,293.86,1.29
242,281.03,264.82,962.14,52.16,1019.64,41.87,290.85,0.98
243,281.89,265.04,1020.38,49.14,1020.36,0.0,292.71,1.17
244,282.27,264.02,1008.85,56.87,1020.48,0.0,290.82,0.88
245,282.12,261.1,962.99,63.74,1020.77,0.0,288.89,0.66
246,281.5,264.36,1021.12,52.69,1021.11,0.0,291.2,0.99
247,283.1,262.01,1009.71,65.26,1021.4,0.0,289.55,0.66
248,282.24,260.62,963.72,69.83,1021.65,0.0,287.63,0.5
249,281.3,256.46,1021.23,49.09,1021.17,0.0,292.09,1.13
250,284.96,261.42,1009.72,72.07,1021.44,0.0,289.95,0.54
251,282.88,258.04,963.78,74.29,1021.62,0.0,287.34,0.42
252,281.94,244.44,1021.34,50.04,1021.29,0.0,292.48,1.13
253,284.94,243.13,1009.7,67.57,1021.43,0.0,290.94,0.67
254,282.98,242.49,963.79,70.42,1021.66,0.0,288.27,0.51
255,282.62,264.19,1020.94,56.05,1020.87,0.0,291.42,0.93
256,284.78,259.78,1009.37,74.9,1021.07,0.0,289.18,0.46
257,282.81,242.23,963.38,68.48,1021.26,0.0,288.51,0.56
258,282.95,244.23,1020.91,54.47,1020.85,0.0,292.22,1.02
259,284.53,246.04,1009.39,70.55,1021.06,0.0,289.84,0.57
260,282.62,240.49,963.37,67.21,1021.22,0.0,288.6,0.58
261,283.52,239.72,1019.92,58.45,1019.84,0.0,291.72,0.9
262,284.49,238.07,1008.43,69.26,1020.04,0.0,290.09,0.6
263,282.62,238.32,962.39,68.14,1020.12,0.0,288.4,0.56
264,283.99,243.53,1019.03,61.63,1019.08,0.0,291.39,0.81
265,284.57,238.37,1007.45,68.89,1019.02,0.0,290.25,0.61
266,282.96,238.16,961.5,68.43,1019.12,0.0,288.68,0.56
267,282.44,243.84,1019.33,54.15,1019.27,0.0,291.77,1.0
268,283.26,240.94,1007.91,64.04,1019.53,0.0,290.02,0.7
269,281.42,240.51,961.88,60.97,1019.61,0.0,288.84,0.7
270,282.49,243.04,1019.23,54.64,1019.23,0.0,291.68,0.98
271,283.17,242.22,1007.8,63.28,1019.32,0.0,290.11,0.72
272,281.78,241.25,961.67,61.99,1019.38,0.0,288.97,0.69
273,282.53,243.75,1019.2,56.0,1019.14,0.0,291.34,0.93
274,283.04,241.35,1007.68,63.75,1019.37,0.0,289.85,0.7
275,281.53,240.86,961.75,63.02,1019.5,0.0,288.45,0.65
276,282.67,243.11,1019.39,56.78,1019.3,0.0,291.27,0.91
277,283.24,262.09,1007.68,68.28,1019.37,0.0,289.01,0.58
278,281.93,238.71,961.72,62.76,1019.38,0.0,288.94,0.68
279,282.79,244.42,1020.91,56.04,1020.88,37.96,291.61,0.94
280,283.06,241.71,1009.42,63.47,1021.12,31.44,289.95,0.71
281,281.86,257.45,963.33,61.62,1021.15,127.04,289.15,0.71
282,283.01,250.24,1021.41,51.48,1021.36,247.32,293.18,1.15
283,283.27,246.82,1010.01,59.68,1021.71,103.93,291.13,0.84
284,282.03,243.61,963.98,61.91,1021.83,63.55,289.26,0.71
285,284.87,262.75,1021.24,49.22,1021.26,538.65,295.91,1.42
286,283.64,241.88,1009.75,54.58,1021.47,233.4,292.93,1.06
287,282.45,263.97,963.62,53.5,1021.26,870.06,291.97,1.02
288,284.95,267.46,1020.67,43.83,1020.67,1100.82,297.89,1.77
289,284.03,247.88,1009.29,50.02,1020.92,570.99,294.74,1.3
290,283.01,268.95,963.18,51.48,1020.55,879.51,293.18,1.15
291,285.63,250.39,1019.89,49.43,1019.87,442.34,296.67,1.48
292,284.46,270.56,1008.23,43.4,1019.72,842.17,297.51,1.75
293,283.68,267.72,962.55,52.18,1019.79,852.31,293.68,1.17
294,285.53,256.93,1019.15,45.07,1019.12,687.38,298.09,1.75
295,284.72,274.03,1007.13,40.18,1018.55,902.88,299.05,2.02
296,283.88,260.17,961.72,49.82,1018.71,767.96,294.64,1.3
297,285.64,269.87,1017.94,44.74,1017.89,884.47,298.34,1.79
298,284.89,273.12,1005.75,38.73,1017.07,887.33,299.85,2.17
299,283.88,270.64,960.58,46.2,1017.19,893.79,295.86,1.5
300,285.53,268.56,1017.51,44.99,1017.44,807.13,298.14,1.76
301,285.56,271.75,1005.28,40.59,1016.58,807.84,299.81,2.1
302,284.22,269.63,960.08,46.97,1016.64,813.94,295.96,1.49
303,286.43,264.05,1017.65,49.49,1017.63,663.91,297.55,1.56
304,285.48,269.21,1005.62,42.62,1016.95,667.98,298.91,1.92
305,284.27,267.5,960.2,48.64,1016.91,671.62,295.45,1.4
306,286.15,266.11,1017.77,51.19,1017.73,458.22,296.69,1.43
307,285.39,268.17,1005.85,44.73,1017.2,475.56,298.02,1.76
308,284.6,267.57,960.48,52.61,1017.29,479.17,294.53,1.22
309,287.42,272.31,1018.04,60.72,1018.01,399.05,295.26,1.06
310,285.42,271.9,1005.89,49.16,1017.31,257.68,296.52,1.48
311,285.05,261.22,960.52,59.91,1017.55,286.13,292.95,0.94
312,288.28,250.38,1018.52,70.84,1018.42,31.11,293.67,0.71
313,285.45,259.55,1006.86,56.66,1018.32,36.14,294.26,1.1
314,285.61,246.12,961.31,71.3,1018.83,16.83,290.8,0.59
315,287.97,254.74,1019.11,74.3,1019.0,0.0,292.59,0.59
316,285.76,265.83,1007.36,68.41,1018.94,0.0,291.6,0.68
317,285.17,254.0,961.68,74.15,1019.32,0.0,289.74,0.49
318,286.92,264.33,1019.2,75.34,1019.17,0.0,291.29,0.52
319,286.36,263.86,1007.74,78.26,1019.4,0.0,290.12,0.43
320,285.89,264.07,961.87,81.51,1019.58,0.0,289.01,0.34
321,286.46,242.36,1019.53,70.32,1019.48,0.0,291.9,0.65
322,286.74,243.12,1008.23,78.39,1019.86,0.0,290.48,0.43
323,284.91,237.49,962.18,73.93,1019.78,0.0,289.51,0.49
324,287.05,251.26,1019.69,74.95,1019.57,0.0,291.51,0.53
325,286.8,240.83,1007.79,78.01,1019.36,0.0,290.62,0.44
326,285.19,242.79,961.81,76.32,1019.31,0.0,289.31,0.44
327,287.01,263.95,1019.16,77.03,1019.04,0.0,291.03,0.48
328,286.3,263.55,1007.64,82.42,1019.26,0.0,289.26,0.33
329,285.24,260.87,961.77,82.38,1019.34,0.0,288.18,0.3
330,287.66,248.01,1018.46,78.42,1018.36,0.0,291.42,0.46
331,286.35,252.5,1006.87,80.95,1018.41,0.0,289.58,0.36
332,285.12,248.17,960.92,79.54,1018.48,0.0,288.6,0.36
333,287.35,242.0,1016.8,78.01,1016.73,0.0,291.19,0.46
334,286.41,247.17,1005.26,79.95,1016.77,0.0,289.84,0.39
335,285.01,247.98,959.26,78.37,1016.65,0.0,288.71,0.39
336,287.02,262.57,1016.51,79.28,1016.32,0.0,290.59,0.42
337,286.3,244.32,1004.67,78.16,1016.17,0.0,290.08,0.43
338,285.18,236.4,958.81,75.81,1016.2,0.0,289.39,0.45
339,286.43,263.64,1015.75,76.82,1015.62,0.0,290.48,0.46
340,286.12,264.19,1004.15,81.24,1015.59,0.0,289.3,0.35
341,284.72,237.9,958.2,73.18,1015.45,0.0,289.47,0.5
342,286.58,253.74,1015.89,74.89,1015.79,0.0,291.03,0.52
343,286.01,247.52,1004.13,76.39,1015.61,0.0,290.13,0.46
344,284.82,255.81,958.24,77.57,1015.55,0.0,288.68,0.4
345,286.76,243.1,1016.35,74.51,1016.25,0.0,291.29,0.54
346,286.01,249.87,1004.59,77.54,1016.13,0.0,289.9,0.43
347,285.06,259.95,958.95,76.65,1016.12,0.0,289.1,0.43
348,287.27,242.47,1016.9,78.59,1016.87,0.0,290.99,0.44
349,285.88,241.42,1005.45,76.22,1017.0,0.0,290.04,0.46
350,284.76,260.35,959.63,77.93,1017.05,0.0,288.54,0.39
351,286.85,263.66,1018.12,71.63,1018.03,146.56,292.01,0.63
352,286.13,244.01,1006.07,74.2,1017.69,36.66,290.71,0.52
353,285.56,264.42,960.15,73.73,1017.53,117.45,290.23,0.52
354,286.76,236.81,1017.93,71.5,1017.88,27.44,291.94,0.63
355,286.04,243.03,1006.45,68.67,1018.03,139.9,291.83,0.68
356,285.53,244.2,960.8,72.76,1018.2,242.55,290.39,0.54
357,286.57,262.34,1018.26,53.3,1018.19,763.82,296.46,1.35
358,285.79,241.9,1006.65,59.75,1018.04,158.04,293.77,0.99
359,285.71,250.57,960.88,69.15,1018.24,338.3,291.38,0.65
360,287.36,240.52,1018.23,63.15,1018.1,205.99,294.56,0.95
361,285.94,240.17,1006.86,58.93,1018.18,157.84,294.16,1.03
362,285.62,242.18,961.16,65.09,1018.36,403.68,292.24,0.78
363,287.55,241.84,1017.88,62.52,1017.78,258.49,294.92,0.99
364,285.95,241.4,1006.29,57.98,1017.64,184.33,294.43,1.08
365,285.98,240.18,960.51,68.27,1017.68,248.69,291.87,0.69
366,287.81,244.81,1016.87,63.69,1016.74,313.52,294.89,0.96
367,286.21,244.55,1005.3,58.72,1016.67,330.39,294.49,1.06
368,286.51,241.61,959.57,66.03,1016.64,796.18,292.94,0.79
369,288.02,244.63,1015.33,61.1,1015.22,329.69,295.78,1.08
370,286.96,244.95,1003.57,54.85,1014.93,471.57,296.39,1.3
371,286.7,240.07,958.18,69.68,1015.2,312.53,292.29,0.68
372,288.45,250.18,1014.84,58.82,1014.73,730.59,296.89,1.22
373,287.45,241.16,1003.15,58.87,1014.48,187.3,295.77,1.14
374,286.87,235.59,957.66,69.18,1014.61,129.12,292.58,0.7
375,288.94,241.2,1014.72,66.51,1014.59,250.47,295.38,0.91
376,287.06,242.55,1002.96,55.38,1014.29,274.04,296.35,1.28
377,286.53,237.97,957.47,66.78,1014.44,324.35,292.78,0.77
378,289.81,230.61,1015.0,73.37,1014.93,182.75,294.71,0.69
379,287.49,249.66,1003.13,56.89,1014.47,394.33,296.36,1.24
380,286.89,247.46,957.73,68.2,1014.7,413.36,292.83,0.74
381,290.49,229.27,1015.14,76.14,1015.08,170.71,294.8,0.62
382,287.47,246.0,1003.61,60.03,1014.87,242.11,295.47,1.09
383,287.93,232.75,958.13,78.23,1015.2,43.65,291.74,0.47
384,290.09,209.66,1015.76,82.1,1015.69,29.0,293.19,0.42
385,287.44,211.15,1004.37,68.6,1015.77,3.99,293.3,0.75
386,287.85,218.72,958.54,81.28,1015.78,20.43,291.06,0.39
387,289.52,233.46,1016.37,81.65,1016.38,0.0,292.69,0.42
388,288.15,218.93,1004.83,77.61,1016.31,0.0,292.09,0.5
389,288.37,196.33,959.3,86.74,1016.62,0.0,290.57,0.27
