,dsf,lwo,psf,rh,slp,swi,tsf,vpd
125,281.6,264.6,961.42,78.69,1019.46,0.0,285.15,0.3
126,282.35,266.47,1018.76,66.95,1018.68,0.0,288.38,0.58
127,283.34,265.45,1006.78,82.0,1018.52,0.0,286.31,0.28
128,281.14,263.35,960.44,77.03,1018.51,0.0,285.0,0.32
129,282.14,266.58,1019.11,66.68,1019.05,0.0,288.22,0.58
130,283.05,265.19,1006.97,81.12,1018.74,0.0,286.18,0.29
131,280.9,263.23,960.59,76.72,1018.66,0.0,284.81,0.32
132,282.04,266.43,1019.19,66.76,1019.17,0.0,288.11,0.57
133,282.78,264.92,1007.15,82.14,1018.93,0.0,285.71,0.26
134,280.65,262.99,960.66,76.39,1018.81,0.0,284.63,0.32
135,281.8,265.81,1018.43,66.82,1018.45,0.0,287.83,0.56
136,282.45,263.99,1006.51,81.25,1018.25,0.0,285.55,0.27
137,280.31,262.22,959.77,75.25,1017.99,0.0,284.49,0.34
138,281.38,265.64,1018.18,61.75,1018.2,93.72,288.61,0.68
139,282.47,263.84,1006.28,73.89,1018.08,95.83,287.0,0.42
140,280.37,262.26,959.54,68.8,1017.69,99.55,285.91,0.47
141,280.7,269.29,1018.36,50.11,1018.42,324.39,291.13,1.04
142,281.73,268.61,1006.55,58.13,1018.36,325.68,289.92,0.81
143,281.0,268.25,959.93,59.59,1017.98,333.76,288.76,0.73
144,280.58,272.95,1019.48,43.42,1019.51,546.35,293.26,1.35
145,281.31,273.33,1007.58,48.41,1019.29,546.3,292.32,1.16
146,280.39,274.23,961.14,51.05,1018.86,557.6,290.5,0.98
147,280.45,275.7,1019.19,39.48,1019.21,730.88,294.64,1.57
148,281.06,276.69,1007.35,42.52,1018.98,729.82,294.12,1.44
149,281.0,278.1,961.02,49.21,1018.58,741.82,291.73,1.1
150,280.26,278.14,1019.06,35.58,1019.08,860.58,296.11,1.83
151,281.39,279.78,1007.22,39.93,1018.82,857.96,295.49,1.64
152,281.45,280.75,961.08,47.44,1018.44,869.75,292.79,1.22
153,280.59,279.88,1019.83,35.21,1019.8,924.08,296.67,1.9
154,281.33,281.96,1007.86,37.0,1019.38,920.27,296.65,1.85
155,281.51,283.04,961.89,44.7,1019.04,931.22,293.8,1.36
156,280.91,280.6,1019.76,36.47,1019.73,916.1,296.45,1.84
157,281.07,283.56,1007.7,34.96,1019.17,911.56,297.29,1.98
158,281.58,283.98,961.81,44.4,1018.9,921.37,293.98,1.38
159,281.93,278.78,1019.05,40.16,1019.02,824.49,296.01,1.69
160,282.12,280.42,1006.92,37.96,1018.43,824.16,297.11,1.87
161,282.73,280.87,961.08,49.56,1018.27,831.2,293.48,1.22
162,282.06,278.17,1017.99,41.9,1017.98,684.03,295.47,1.58
163,282.08,281.04,1005.81,38.96,1017.35,682.64,296.65,1.79
164,282.64,279.98,960.03,51.47,1017.32,689.34,292.78,1.12
165,282.96,277.21,1017.06,46.4,1017.07,491.14,294.8,1.4
166,282.43,282.7,1004.65,38.88,1016.14,489.43,297.06,1.84
167,282.68,279.26,959.19,52.03,1016.44,494.12,292.66,1.1
168,282.58,276.05,1018.63,49.11,1018.66,267.12,293.48,1.23
169,281.86,276.9,1006.64,46.41,1018.28,264.36,293.59,1.3
170,282.61,275.91,960.57,56.97,1018.15,266.96,291.16,0.9
171,282.79,273.5,1017.84,57.57,1017.87,45.13,291.18,0.89
172,282.35,273.4,1005.88,57.4,1017.66,42.83,290.77,0.87
173,282.68,272.83,959.76,63.08,1017.47,42.41,289.64,0.7
174,283.45,270.88,1017.81,66.25,1017.88,0.0,289.69,0.64
175,283.07,269.76,1005.91,69.71,1017.78,0.0,288.51,0.53
176,283.11,267.8,959.72,76.55,1017.68,0.0,287.12,0.38
177,282.86,270.75,1018.45,65.2,1018.53,0.0,289.32,0.65
178,283.19,268.86,1006.6,73.9,1018.45,0.0,287.74,0.44
179,281.33,266.48,960.32,73.27,1018.32,0.0,285.95,0.4
180,283.24,269.58,1019.58,68.72,1019.65,0.0,288.9,0.57
181,283.51,267.82,1007.7,75.61,1019.54,0.0,287.72,0.41
182,280.84,265.43,961.45,71.61,1019.52,0.0,285.79,0.42
183,283.18,269.4,1019.55,68.76,1019.62,0.0,288.84,0.56
184,283.03,267.64,1007.74,72.19,1019.63,0.0,287.94,0.47
185,280.37,264.89,961.53,70.1,1019.64,0.0,285.62,0.44
186,282.99,268.21,1019.81,68.73,1019.86,0.0,288.65,0.56
187,282.78,260.82,1008.08,66.66,1019.88,0.0,288.9,0.6
188,279.85,264.05,961.9,67.32,1019.93,0.0,285.7,0.48
189,282.99,266.54,1021.07,70.33,1021.05,0.0,288.3,0.52
190,282.36,258.77,1009.28,63.74,1021.08,0.0,289.15,0.67
191,279.35,263.54,963.07,64.47,1021.14,0.0,285.81,0.53
192,282.5,264.84,1021.02,70.08,1020.97,0.0,287.84,0.51
193,281.95,258.4,1009.22,62.08,1020.99,0.0,289.12,0.7
194,279.05,262.73,963.11,64.22,1021.19,0.0,285.56,0.52
195,282.29,264.77,1021.25,71.65,1021.21,0.0,287.28,0.46
196,280.39,263.74,1009.44,67.44,1021.25,0.0,286.23,0.5
197,278.28,261.24,963.08,64.13,1021.22,0.0,284.78,0.5
198,281.82,264.92,1020.39,70.73,1020.36,0.0,286.99,0.47
199,280.01,264.13,1008.58,66.77,1020.38,0.0,285.98,0.5
200,277.73,261.34,962.16,62.47,1020.29,0.0,284.59,0.51
201,281.52,264.88,1020.83,70.35,1020.8,0.0,286.77,0.47
202,279.51,264.11,1008.96,65.04,1020.78,0.0,285.85,0.52
203,277.08,261.41,962.55,60.46,1020.71,0.0,284.4,0.53
204,280.97,264.95,1020.45,68.61,1020.45,0.0,286.58,0.49
205,279.12,264.36,1008.48,63.55,1020.3,0.0,285.79,0.54
206,276.42,261.37,961.97,58.64,1020.18,0.0,284.17,0.55
207,280.52,264.46,1019.89,67.26,1019.95,0.0,286.4,0.5
208,278.53,263.85,1008.07,61.95,1019.92,0.0,285.56,0.55
209,276.06,261.17,961.44,57.18,1019.61,0.0,284.16,0.57
210,280.31,264.09,1019.96,57.7,1020.02,100.19,288.52,0.75
211,278.8,263.55,1008.18,56.51,1020.05,103.74,287.24,0.71
212,275.94,260.75,961.56,51.95,1019.76,108.61,285.46,0.7
213,279.28,269.25,1019.59,41.62,1019.73,335.08,292.51,1.33
214,278.77,269.48,1007.93,44.94,1019.77,338.86,290.74,1.12
215,277.85,268.47,961.37,46.26,1019.45,345.24,289.29,1.0
216,279.22,274.1,1020.15,33.88,1020.23,557.72,295.73,1.83
217,279.48,274.52,1008.51,40.08,1020.24,561.33,293.32,1.43
218,278.21,274.52,962.01,41.74,1019.76,568.52,291.28,1.23
219,278.89,277.82,1020.27,30.34,1020.33,740.8,297.2,2.11
220,279.88,277.83,1008.6,36.77,1020.25,743.85,295.14,1.69
221,279.14,277.92,962.32,41.43,1019.87,750.84,292.42,1.32
222,279.22,279.4,1020.32,30.24,1020.36,867.02,297.66,2.17
223,279.96,280.35,1008.6,33.47,1020.15,869.35,296.75,1.96
224,279.41,279.65,962.54,39.95,1019.96,874.2,293.29,1.43
225,279.55,279.76,1021.22,30.37,1021.2,927.48,297.95,2.2
226,280.28,281.62,1009.38,32.37,1020.85,927.51,297.65,2.1
227,279.56,280.17,963.48,38.71,1020.81,931.15,293.96,1.52
228,279.78,279.88,1020.72,30.69,1020.69,916.09,298.02,2.2
229,280.56,282.04,1008.75,32.26,1020.22,913.81,298.03,2.16
230,279.6,279.88,963.01,38.39,1020.26,917.04,294.13,1.55
231,280.31,269.17,1019.15,32.3,1019.17,822.25,297.75,2.12
232,282.45,276.11,1007.08,36.4,1018.54,817.31,298.17,2.04
233,281.8,275.89,961.49,43.41,1018.59,820.6,294.59,1.46
234,279.83,269.07,1017.76,32.09,1017.78,678.56,297.32,2.07
235,281.92,270.47,1005.96,37.05,1017.49,670.64,297.28,1.92
236,281.66,272.16,960.24,44.89,1017.39,679.31,293.9,1.37
237,279.7,265.63,1018.47,32.3,1018.46,478.34,297.06,2.03
238,281.74,262.83,1006.75,38.44,1018.28,471.9,296.49,1.79
239,281.41,265.79,961.01,45.98,1018.26,479.89,293.25,1.29
240,279.92,257.13,1018.96,34.87,1019.0,252.68,296.05,1.84
241,281.44,259.3,1007.37,41.81,1019.02,252.36,294.8,1.52
242,281.11,258.95,961.43,48.2,1018.87,251.78,292.17,1.15
243,280.57,258.81,1019.07,40.76,1019.1,42.79,294.25,1.5
244,281.81,249.34,1007.53,50.9,1019.23,38.3,292.08,1.09
245,281.69,258.0,961.51,56.37,1019.16,39.17,290.35,0.87
246,281.16,263.24,1019.45,48.36,1019.49,0.0,292.17,1.15
247,282.92,260.4,1007.97,61.72,1019.7,0.0,290.24,0.75
248,282.58,253.32,961.84,69.0,1019.7,0.0,288.16,0.54
249,280.79,253.35,1019.65,44.56,1019.72,0.0,293.07,1.31
250,284.15,249.13,1008.27,64.19,1020.01,0.0,290.91,0.74
251,282.48,255.81,962.15,71.99,1020.08,0.0,287.4,0.46
252,280.45,250.74,1020.51,43.31,1020.53,0.0,293.15,1.34
253,284.49,251.08,1009.15,65.21,1020.86,0.0,291.03,0.72
254,282.6,252.57,962.86,72.68,1020.74,0.0,287.38,0.45
255,281.71,248.55,1020.51,49.03,1020.54,0.0,292.56,1.16
256,284.94,254.23,1008.99,72.2,1020.73,0.0,289.91,0.54
257,282.74,235.56,962.82,69.42,1020.69,0.0,288.24,0.53
258,282.41,257.1,1020.74,51.09,1020.72,0.0,292.65,1.12
259,284.63,258.8,1009.15,73.12,1020.89,0.0,289.39,0.5
260,282.56,243.87,963.04,68.33,1020.96,0.0,288.28,0.55
261,283.51,256.46,1021.78,58.25,1021.79,0.0,291.77,0.91
262,284.43,258.57,1010.31,72.71,1022.06,0.0,289.27,0.51
263,282.28,240.02,964.18,68.06,1022.1,0.0,288.06,0.55
264,283.99,230.23,1021.82,59.92,1021.79,0.0,291.83,0.87
265,284.46,236.37,1010.42,69.64,1022.14,0.0,289.97,0.59
266,282.51,232.83,964.21,67.51,1022.17,0.0,288.42,0.57
267,282.87,238.94,1020.85,54.47,1020.87,0.0,292.14,1.01
268,283.17,236.0,1009.33,64.38,1021.06,0.0,289.84,0.68
269,281.48,234.71,963.2,61.93,1021.04,0.0,288.67,0.68
270,282.82,244.58,1020.36,54.99,1020.41,0.0,291.94,0.99
271,283.12,245.53,1009.05,64.03,1020.73,0.0,289.87,0.69
272,282.02,244.41,962.89,62.73,1020.75,0.0,289.03,0.68
273,282.57,243.99,1020.25,54.91,1020.37,0.0,291.7,0.97
274,282.85,244.66,1008.76,63.71,1020.48,0.0,289.67,0.69
275,281.62,242.43,962.65,64.2,1020.47,0.0,288.27,0.62
276,282.72,242.77,1019.96,55.74,1019.99,0.0,291.62,0.95
277,283.02,245.28,1008.56,63.81,1020.23,0.0,289.82,0.69
278,282.15,243.28,962.46,64.71,1020.15,0.0,288.7,0.63
279,282.98,240.92,1018.75,58.68,1018.78,0.0,291.08,0.86
280,282.76,251.44,1007.25,65.92,1018.95,0.0,289.05,0.62
281,281.62,240.2,960.98,63.58,1018.68,0.0,288.41,0.64
282,283.07,247.87,1019.29,57.69,1019.32,65.15,291.45,0.9
283,282.98,261.09,1007.67,62.3,1019.4,157.31,290.15,0.74
284,281.32,243.65,961.43,62.09,1019.23,35.73,288.46,0.67
285,284.57,239.0,1019.44,59.23,1019.5,118.83,292.62,0.93
286,283.67,256.02,1007.81,56.48,1019.52,428.22,292.42,0.98
287,282.2,234.77,961.53,59.98,1019.26,118.26,289.93,0.77
288,285.16,244.62,1020.16,57.65,1020.21,142.58,293.68,1.04
289,284.05,243.9,1008.63,58.5,1020.37,163.82,292.27,0.93
290,282.94,243.15,962.43,61.51,1020.14,90.11,290.31,0.76
291,285.35,249.17,1019.92,50.08,1019.94,442.24,296.14,1.42
292,284.13,246.51,1008.29,50.58,1019.9,519.72,294.67,1.28
293,283.37,247.1,962.35,57.6,1019.83,422.81,291.79,0.92
294,285.71,252.37,1019.58,47.6,1019.57,674.04,297.39,1.6
295,284.31,270.19,1007.9,42.57,1019.43,966.03,297.65,1.79
296,283.91,250.76,962.32,55.55,1019.68,744.88,292.94,1.04
297,285.68,257.39,1020.51,43.55,1020.45,887.05,298.83,1.88
298,284.58,260.79,1008.72,40.66,1020.13,894.96,298.71,1.97
299,284.4,258.58,963.14,51.02,1020.18,895.5,294.82,1.28
300,285.63,261.16,1020.32,43.56,1020.25,875.0,298.76,1.88
301,284.85,255.85,1008.42,40.58,1019.79,877.4,299.04,2.01
302,284.64,255.75,962.99,50.4,1019.89,884.52,295.27,1.34
303,286.92,261.53,1019.38,50.4,1019.36,800.87,297.77,1.55
304,284.93,262.24,1007.51,41.99,1018.92,800.92,298.55,1.9
305,284.43,257.46,961.98,50.67,1018.95,805.29,294.96,1.3
306,287.11,251.15,1018.28,53.32,1018.28,761.68,297.06,1.4
307,284.97,249.66,1006.47,43.94,1017.91,660.47,297.86,1.77
308,284.86,246.04,960.97,54.08,1017.91,660.5,294.38,1.17
309,287.32,258.57,1018.78,56.11,1018.76,503.43,296.44,1.27
310,284.86,247.43,1007.18,47.29,1018.62,464.56,296.54,1.53
311,285.21,255.91,961.47,57.79,1018.5,550.76,293.69,1.03
312,287.63,269.93,1018.95,61.75,1018.93,370.97,295.21,1.03
313,284.84,261.84,1007.13,52.67,1018.65,253.06,294.78,1.24
314,285.45,265.04,961.46,62.4,1018.61,387.87,292.72,0.87
315,288.04,251.14,1018.68,71.78,1018.67,22.16,293.21,0.67
316,285.34,264.69,1007.27,63.62,1018.83,45.65,292.3,0.82
317,285.7,248.2,961.25,73.66,1018.85,10.92,290.38,0.52
318,287.28,262.05,1018.45,74.24,1018.49,0.0,291.89,0.56
319,286.22,258.55,1006.92,75.08,1018.54,0.0,290.62,0.5
320,285.79,245.46,960.89,76.33,1018.48,0.0,289.92,0.46
321,286.64,239.29,1018.53,70.93,1018.59,0.0,291.95,0.64
322,286.64,260.19,1006.9,80.64,1018.61,0.0,289.94,0.37
323,285.71,241.16,960.88,79.57,1018.64,0.0,289.19,0.38
324,286.95,243.2,1018.95,72.75,1019.01,0.0,291.87,0.6
325,286.7,252.11,1007.34,77.68,1019.0,0.0,290.59,0.45
326,285.27,242.95,961.21,77.56,1018.86,0.0,289.14,0.41
327,286.49,243.15,1019.1,71.03,1019.15,0.0,291.77,0.63
328,286.3,261.94,1007.26,78.96,1018.94,0.0,289.92,0.41
329,285.35,245.66,961.29,78.43,1018.84,0.0,289.04,0.39
330,287.03,253.69,1019.29,73.83,1019.33,0.0,291.72,0.57
331,286.16,264.27,1007.79,80.3,1019.4,0.0,289.51,0.37
332,285.17,252.75,961.66,78.11,1019.18,0.0,288.93,0.4
333,286.94,243.13,1020.22,74.56,1020.19,0.0,291.48,0.54
334,286.35,262.67,1008.6,81.27,1020.19,0.0,289.52,0.35
335,284.7,261.85,962.51,79.39,1020.0,0.0,288.2,0.36
336,287.19,242.6,1019.51,76.15,1019.5,0.0,291.4,0.51
337,286.33,245.78,1008.0,77.71,1019.59,0.0,290.2,0.44
338,285.07,239.51,961.9,75.96,1019.25,0.0,289.26,0.45
339,286.4,242.34,1017.69,72.99,1017.67,0.0,291.25,0.57
340,286.01,241.87,1006.22,76.33,1017.75,0.0,290.15,0.46
341,284.67,255.76,960.05,75.46,1017.34,0.0,288.95,0.45
342,286.57,248.17,1016.58,72.59,1016.62,0.0,291.51,0.59
343,286.09,259.82,1005.08,76.61,1016.55,0.0,290.17,0.46
344,284.65,240.24,959.21,72.51,1016.34,0.0,289.54,0.52
345,286.64,240.86,1017.27,73.57,1017.24,0.0,291.37,0.56
346,285.84,243.58,1005.7,74.68,1017.27,0.0,290.31,0.5
347,285.05,244.36,959.84,73.82,1016.97,0.0,289.68,0.5
348,287.23,261.09,1017.53,80.7,1017.53,0.0,290.53,0.39
349,285.78,260.13,1005.89,76.33,1017.49,0.0,289.91,0.46
350,284.43,241.45,959.95,72.62,1017.17,0.0,289.29,0.51
351,287.02,243.56,1017.0,76.03,1017.05,0.0,291.25,0.5
352,285.82,242.88,1005.42,75.32,1017.06,0.0,290.16,0.48
353,285.18,246.15,959.4,76.07,1016.72,0.0,289.35,0.45
354,286.97,250.81,1017.05,71.93,1017.07,91.37,292.06,0.62
355,286.26,243.85,1005.14,75.15,1016.76,18.01,290.65,0.5
356,284.78,239.91,959.05,73.26,1016.27,6.57,289.52,0.5
357,287.27,244.29,1016.41,70.44,1016.51,65.12,292.71,0.68
358,286.03,250.02,1005.02,66.17,1016.58,223.07,292.4,0.76
359,286.4,244.78,958.88,75.82,1016.21,105.02,290.65,0.49
360,287.42,242.6,1018.0,66.78,1018.01,71.78,293.72,0.81
361,285.87,248.88,1006.23,58.91,1017.66,360.4,294.09,1.03
362,285.65,241.43,960.51,68.86,1017.73,142.33,291.38,0.66
363,287.23,241.18,1017.91,66.83,1017.85,91.99,293.52,0.8
364,285.91,241.33,1006.22,62.69,1017.76,134.32,293.14,0.88
365,285.96,236.76,960.44,70.97,1017.7,83.27,291.23,0.61
366,287.55,245.18,1018.33,66.21,1018.31,206.39,293.99,0.84
367,286.21,243.47,1006.75,61.2,1018.26,326.36,293.83,0.96
368,286.31,240.46,961.09,70.79,1018.19,167.4,291.63,0.63
369,287.93,244.94,1018.73,62.96,1018.65,243.64,295.2,0.99
370,286.31,245.26,1007.31,56.11,1018.7,288.98,295.33,1.19
371,286.73,243.96,961.61,68.35,1018.63,393.38,292.62,0.72
372,288.05,244.84,1018.26,63.68,1018.26,202.32,295.15,0.97
373,286.46,245.17,1006.66,54.14,1018.07,356.68,296.07,1.3
374,287.32,241.32,961.1,66.32,1017.93,416.42,293.72,0.83
375,288.43,239.42,1015.96,64.79,1016.01,191.53,295.26,0.95
376,285.98,239.54,1004.72,52.01,1016.2,491.18,296.2,1.37
377,286.6,237.08,959.17,64.35,1016.05,362.55,293.44,0.86
378,288.97,241.64,1015.07,68.28,1014.95,147.03,294.99,0.84
379,286.3,242.14,1003.56,56.08,1015.06,325.94,295.33,1.19
380,286.9,238.18,958.26,68.48,1015.23,355.45,292.77,0.73
381,289.91,225.69,1015.88,78.31,1015.78,65.02,293.77,0.53
382,286.87,238.69,1004.12,61.43,1015.6,206.24,294.47,0.99
383,288.27,232.56,958.85,79.69,1015.91,55.2,291.79,0.44
384,288.94,229.12,1015.98,72.96,1016.0,33.17,293.9,0.67
385,287.09,232.12,1004.25,65.35,1015.74,44.29,293.71,0.85
386,287.72,230.19,958.68,75.05,1015.61,55.66,292.17,0.56
387,289.02,203.82,1015.61,77.06,1015.67,9.53,293.1,0.54
388,287.71,224.75,1003.94,72.49,1015.47,35.62,292.71,0.63
389,288.11,204.64,958.34,82.9,1015.61,3.39,291.01,0.35
390,289.35,211.48,1015.89,80.4,1016.02,0.0,292.76,0.45
